-0.044045,0.089806,0.1,0.1
0.052948,0.094494,0.1,0.1
0.149942,0.099183,0.1,0.1
0.246935,0.103871,0.1,0.1
0.343929,0.10856,0.1,0.1
0.440903,0.113618,0.1,0.1
0.532722,0.135075,0.1,0.1
0.626957,0.154467,0.1,0.1
0.721835,0.175055,0.1,0.1
0.811391,0.210148,0.1,0.1
0.898681,0.252084,0.1,0.1
0.988628,0.288534,0.1,0.1
1.074006,0.333889,0.1,0.1
1.148315,0.396179,0.1,0.1
1.226939,0.453116,0.1,0.1
1.301051,0.515809,0.1,0.1
1.370195,0.583955,0.1,0.1
1.420546,0.666732,0.1,0.1
1.47596,0.746414,0.1,0.1
1.523247,0.831074,0.1,0.1
1.564775,0.91883,0.1,0.1
1.599181,1.009513,0.1,0.1
1.626116,1.102639,0.1,0.1
1.645717,1.197746,0.1,0.1
1.639621,1.294361,0.1,0.1
1.633802,1.391236,0.1,0.1
1.632315,1.488332,0.1,0.1
1.630828,1.585427,0.1,0.1
1.60271,1.678253,0.1,0.1
1.587375,1.773791,0.1,0.1
1.57901,1.870506,0.1,0.1
1.57187,1.967295,0.1,0.1
1.557274,2.063298,0.1,0.1
1.547815,2.159923,0.1,0.1
1.541122,2.256788,0.1,0.1
1.515731,2.348796,0.1,0.1
1.487767,2.440368,0.1,0.1
1.466026,2.53381,0.1,0.1
1.439127,2.626085,0.1,0.1
1.412624,2.71813,0.1,0.1
1.387358,2.810725,0.1,0.1
1.373824,2.906881,0.1,0.1
1.358671,3.002786,0.1,0.1
1.339794,3.098018,0.1,0.1
1.317293,3.192479,0.1,0.1
1.29085,3.285916,0.1,0.1
1.231993,3.361154,0.1,0.1
1.182943,3.442986,0.1,0.1
1.148652,3.533824,0.1,0.1
1.116456,3.625436,0.1,0.1
1.081397,3.715993,0.1,0.1
1.044255,3.805666,0.1,0.1
1.003508,3.89381,0.1,0.1
0.964385,3.982684,0.1,0.1
0.930475,4.073527,0.1,0.1
0.892906,4.162663,0.1,0.1
0.847014,4.24823,0.1,0.1
0.799756,4.333062,0.1,0.1
0.747228,4.414719,0.1,0.1
0.691341,4.494125,0.1,0.1
0.632748,4.571562,0.1,0.1
0.573425,4.648394,0.1,0.1
0.509659,4.72163,0.1,0.1
0.445815,4.794798,0.1,0.1
0.38457,4.870141,0.1,0.1
0.322466,4.944773,0.1,0.1
0.25913,5.018381,0.1,0.1
0.195793,5.09199,0.1,0.1
0.127781,5.161135,0.1,0.1
0.057577,5.228215,0.1,0.1
-0.010774,5.297192,0.1,0.1
-0.086542,5.356979,0.1,0.1
-0.168611,5.408807,0.1,0.1
-0.258704,5.445041,0.1,0.1
-0.350283,5.477043,0.1,0.1
-0.443462,5.504292,0.1,0.1
-0.538205,5.525588,0.1,0.1
-0.634957,5.529793,0.1,0.1
-0.730701,5.544276,0.1,0.1
-0.820332,5.580375,0.1,0.1
-0.915522,5.598079,0.1,0.1
-1.008694,5.575158,0.1,0.1
-1.105512,5.575112,0.1,0.1
-1.202618,5.575384,0.1,0.1
-1.288573,5.530471,0.1,0.1
-1.382927,5.513517,0.1,0.1
-1.479594,5.504287,0.1,0.1
-1.559398,5.452042,0.1,0.1
-1.652053,5.430871,0.1,0.1
-1.746771,5.411827,0.1,0.1
-1.841511,5.392877,0.1,0.1
-1.937473,5.3782,0.1,0.1
-2.029934,5.348524,0.1,0.1
-2.123864,5.324741,0.1,0.1
-2.219436,5.307546,0.1,0.1
-2.315008,5.29035,0.1,0.1
-2.410522,5.27285,0.1,0.1
-2.505716,5.253673,0.1,0.1
-2.599386,5.228824,0.1,0.1
-2.691371,5.197702,0.1,0.1
-2.786338,5.182618,0.1,0.1
-2.882714,5.174721,0.1,0.1
-2.975779,5.146994,0.1,0.1
-3.070401,5.129145,0.1,0.1
-3.167481,5.126868,0.1,0.1
-3.254524,5.086927,0.1,0.1
-3.3389,5.039072,0.1,0.1
-3.417255,4.981711,0.1,0.1
-3.4866,4.913993,0.1,0.1
-3.55426,4.844339,0.1,0.1
-3.615853,4.769315,0.1,0.1
-3.668007,4.688714,0.1,0.1
-3.707826,4.602849,0.1,0.1
-3.792392,4.555118,0.1,0.1
-3.850907,4.481415,0.1,0.1
-3.890758,4.393156,0.1,0.1
-3.932716,4.305834,0.1,0.1
-3.974764,4.218322,0.1,0.1
-4.011841,4.12873,0.1,0.1
-4.00523,4.033096,0.1,0.1
-4.033854,3.940315,0.1,0.1
-4.059558,3.846677,0.1,0.1
-4.049013,3.755553,0.1,0.1
-4.072335,3.661288,0.1,0.1
-4.078367,3.567672,0.1,0.1
-4.059646,3.473252,0.1,0.1
-4.012285,3.434889,0.1,0.1
-4.022316,3.340564,0.1,0.1
-4.034348,3.244205,0.1,0.1
-4.04638,3.147847,0.1,0.1
-4.058302,3.051475,0.1,0.1
-4.069235,2.95499,0.1,0.1
-4.065683,2.859047,0.1,0.1
-4.058474,2.762823,0.1,0.1
-4.051644,2.666812,0.1,0.1
-4.034396,2.572156,0.1,0.1
-4.03049,2.475128,0.1,0.1
-4.026707,2.378095,0.1,0.1
-4.020295,2.281296,0.1,0.1
-4.00633,2.18522,0.1,0.1
-3.988212,2.089833,0.1,0.1
-3.968937,1.994795,0.1,0.1
-3.95959,1.89826,0.1,0.1
-3.938679,1.80344,0.1,0.1
-3.920289,1.708091,0.1,0.1
-3.902556,1.612617,0.1,0.1
-3.880587,1.51807,0.1,0.1
-3.871716,1.422347,0.1,0.1
-3.851612,1.328752,0.1,0.1
-3.817069,1.238013,0.1,0.1
-3.782422,1.147298,0.1,0.1
-3.738739,1.060571,0.1,0.1
-3.675668,0.987056,0.1,0.1
-3.622174,0.906036,0.1,0.1
-3.560583,0.831991,0.1,0.1
-3.484723,0.771625,0.1,0.1
-3.417269,0.70177,0.1,0.1
-3.34084,0.642411,0.1,0.1
-3.262136,0.585559,0.1,0.1
-3.184842,0.526777,0.1,0.1
-3.104069,0.472881,0.1,0.1
-3.017896,0.428672,0.1,0.1
-2.932552,0.382682,0.1,0.1
-2.848499,0.334084,0.1,0.1
-2.763635,0.286883,0.1,0.1
-2.679371,0.238621,0.1,0.1
-2.589729,0.202295,0.1,0.1
-2.501293,0.162358,0.1,0.1
-2.412031,0.124143,0.1,0.1
-2.315903,0.115576,0.1,0.1
-2.223249,0.086518,0.1,0.1
-2.130156,0.058889,0.1,0.1
-2.034369,0.063508,0.1,0.1
-1.939146,0.058219,0.1,0.1
-1.845208,0.033618,0.1,0.1
-1.75077,0.011303,0.1,0.1
-1.654984,0.012215,0.1,0.1
-1.559241,0.011791,0.1,0.1
-1.462545,0.011687,0.1,0.1
-1.365911,0.002184,0.1,0.1
-1.269248,-0.007086,0.1,0.1
-1.172589,-0.016394,0.1,0.1
-1.075929,-0.025701,0.1,0.1
-0.97927,-0.035009,0.1,0.1
-0.884294,-0.017914,0.1,0.1
-0.862837,-0.00477,0.1,0.1
-0.765994,-0.011926,0.1,0.1
-0.669151,-0.019081,0.1,0.1
-0.572368,-0.026953,0.1,0.1
-0.475865,-0.037591,0.1,0.1
-0.37964,-0.049499,0.1,0.1
-0.28258,-0.051628,0.1,0.1
-0.191968,-0.068179,0.1,0.1
-0.09487,-0.069443,0.1,0.1
