x,y,yaw
0.012898175269297596,-0.016181398753211784,0.009802261747498594
0.012898175269297596,-0.016181398753211784,0.009802261747498594
0.012898175269297596,-0.016181398753211784,0.009802261747498594
0.012898175269297596,-0.016181398753211784,0.009802261747498594
0.012898175269297596,-0.016181398753211784,0.009802261747498594
0.012898175269297596,-0.016181398753211784,0.009802261747498594
0.012898175269297596,-0.016181398753211784,0.009802261747498594
0.012898175269297596,-0.016181398753211784,0.009802261747498594
0.012898175269297596,-0.016181398753211784,0.009802261747498594
0.012898175269297596,-0.016181398753211784,0.009802261747498594
0.012898175269297596,-0.016181398753211784,0.009802261747498594
0.012898175269297596,-0.016181398753211784,0.009802261747498594
0.015583538029898314,-0.01615507528144855,0.009802261747498594
0.038940016087170015,-0.015926121637031,0.009802261747498594
0.08427628396936537,-0.015481709438820879,0.009802261747498594
0.1389754591618022,-0.014945516632859146,0.009802261747498594
0.2204816469406765,-0.014146546056526876,0.009802261747498594
0.3755550176424265,-0.012626427600006096,0.009802261747498594
0.5348699207297667,-0.011064731201159361,0.009802261747498594
0.6786446228611949,-0.009655368798692887,0.009802261747498594
0.8098975633098844,-0.008368751913112593,0.009802261747498594
0.9705325932062134,-0.006794114871276236,0.009802261747498594
1.1092535080747252,0.004167835270196818,0.012422439378204786
1.2389718676165309,-0.01756946001885984,-0.006469725288657582
1.359298963467908,-0.04005973706636601,-0.02277381569013687
1.462525979556868,-0.07403237611242774,-0.05037153281713054
1.5781647153954959,-0.0798622079844904,-0.05037153281713054
1.6781737505759686,-0.11111611685253875,-0.0548101993473991
1.78049773803128,-0.11566428555209596,-0.02863786894694467
1.874891005531106,-0.1332033516436737,-0.01868097626511135
1.9810317955002832,-0.13518639590740023,-0.01868097626511135
2.073555362814992,-0.14173357118220586,-0.024857578228239485
2.17213307030942,-0.14418447908327892,-0.024857578228239485
2.2592884078767854,-0.14794910161004582,-0.031454276772447734
2.375657507185853,-0.15161061507951956,-0.031454276772447734
2.48817464434134,-0.1551509278918335,-0.031454276772447734
2.587020785082271,-0.1643256303499694,-0.028367177997606827
2.689172522607441,-0.167224164393168,-0.028367177997606827
2.7915523976716328,-0.20523518762918247,-0.054357608651557275
2.8996615147184754,-0.21111753546852574,-0.054357608651557275
2.989879334566712,-0.24454289318170286,-0.07853377152830715
3.093833651060962,-0.25272364304546047,-0.07853377152830715
3.202354472322109,-0.26116381512823494,-0.07153051139588745
3.301382218325061,-0.28328456878112407,-0.05661881548614699
3.404040334057399,-0.2864985620181195,0.0032441760972966886
3.5022557304135535,-0.31065677193603625,0.07257785713922506
3.5999889218754015,-0.2998607865504801,0.15590971798620223
3.696024358775417,-0.281069571099545,0.23884222419655535
3.7888839562057504,-0.29752510594162995,0.2969867406525296
3.8812265566807134,-0.2654828492600507,0.3778550874077824
3.963596146497768,-0.2858943163794081,0.42068314887466357
4.064074206276924,-0.23642134279726168,0.5024690416274759
4.164294367991993,-0.17637079368773656,0.5855851390952449
4.26624266495843,-0.15317866148393366,0.6404262767458061
4.352701316439077,-0.08410798888943627,0.7151836082375341
4.42052683755127,-0.048771287533967644,0.7479701175751856
4.477526753461033,0.00644466021227319,0.795859755237473
4.5373429440341235,0.06947205271766732,0.8213842618291057
4.631434201574248,0.1374069745679929,0.8104647074606779
4.703234547503859,0.2134314657863272,0.817317338829415
4.793095018330154,0.3098141093512292,0.8241815046140458
4.906492470715639,0.42637663877419074,0.8327254604000055
4.999438889471531,0.5352481664072124,0.9166792210422922
5.073353272348545,0.6407038336834572,1.0117779157170428
5.113637439077781,0.738443194021103,1.0867216302918303
5.159319838851508,0.8325641061358087,1.1593578182907867
5.214152165548764,0.9240764539650668,1.215090171742871
5.255569239630421,1.0492022775447198,1.2924718223024263
5.283786237144108,1.1744818267319197,1.3579009891606464
5.306779623802261,1.30036045619979,1.4288390508939899
5.320343311016628,1.4204860067211436,1.4944489296277923
5.344266922038579,1.5049736121979498,1.528437844274473
5.346003631129648,1.6123258238850382,1.586706345386543
5.374687096775108,1.6991967196920175,1.6210909421759803
5.366351303487674,1.8088771096754348,1.6778934877853413
5.409227230375876,1.896851442426594,1.7015923372067492
5.389262306590984,2.0206543667354917,1.766353067589301
5.430944605814519,2.1219686604105847,1.7992566174751319
5.399567619098082,2.2412069206843435,1.8711116507806205
5.360629021717037,2.3464212838369622,1.9914425553206185
5.376996951742604,2.4239903318098266,2.0662303002838756
5.321188041239052,2.515591239399824,2.1812716077154577
5.322093296778301,2.5789786568418487,2.2536107476311495
5.247592641406465,2.661188959334443,2.3726065223479824
5.196096339883684,2.7370963757044615,2.4486777158111597
5.109940008218635,2.801391729154375,2.5639755778034985
5.04769410492054,2.8721529427335106,2.6530636326263908
4.950302855717868,2.9176059028647123,2.7683333948736424
4.844309469407223,2.9616830937340537,2.872789097964526
4.733028569052065,2.9860944335037996,2.9951936845454186
4.651652719171269,3.0160515760808524,3.1087479474447184
4.568906034366022,3.052710921822255,-3.0877276048688658
4.460944498095321,3.0411948821426726,-2.971278670838954
4.377444371790071,3.072948117577101,-2.9174931815745175
4.288792248432548,3.0519437808177083,-2.9067505695538642
4.233519268460047,3.0686023841548336,-2.9436173593791404
4.162598003243715,3.0643392918876455,-2.9627764896725455
4.043658260052304,3.0428413192008494,-2.9627764896725455
3.9517117533231323,3.0494474440934467,-2.970202593018065
3.8449350064304433,3.0308574924361578,-2.9690880001368742
3.7509777971211333,3.014486727249868,-2.9690880001368742
3.6879617971662353,2.998383702722297,-2.9650402437993977
3.6096810425237944,2.981893250826376,-2.96321945424146
3.5124948785363213,2.9643290191682037,-2.962275911969246
3.428271626519684,2.9379198209432014,-2.9595335064256107
3.3094816883302505,2.916050871174417,-2.9595335064256107
3.1903215209509517,2.8941137630777503,-2.9595335064256107
3.0850442125520883,2.874732456847115,-2.9595335064256107
2.992832317180545,2.849549383969951,-2.9560028692141205
2.8966875545429165,2.8314981713526515,-2.9560028692141205
2.801407428276158,2.81360929451464,-2.9560028692141205
2.7209039656268565,2.844214249061988,-2.9782189702639994
2.6248886499036095,2.8283868055129826,-2.9782189702639994
2.5272656645216314,2.8122943490274745,-2.9782189702639994
2.430458830809621,2.879761451467963,-3.0203804799613594
2.3509938437328515,2.870566179578628,-3.037731260615454
2.27931807093179,2.864289578898317,-3.0736211434485217
2.198209530724892,2.9391934432252937,3.132756708841488
2.115901259306451,2.9410223317699598,3.1037334867214845
2.0241854445839254,2.9457613914076544,3.0730428575396616
