x,y,yaw
-1.8499607480205071,-9.088146826445579,1.6097990581256059
-1.8499607480205071,-9.088146826445579,1.6097990581256059
-1.8499607480205071,-9.088146826445579,1.6097990581256059
-1.8499607480205071,-9.088146826445579,1.6097990581256059
-1.8499607480205071,-9.088146826445579,1.6097990581256059
-1.8499607480205071,-9.088146826445579,1.6097990581256059
-1.8499607480205071,-9.088146826445579,1.6097990581256059
-1.8499607480205071,-9.088146826445579,1.6097990581256059
-1.8499607480205071,-9.088146826445579,1.6097990581256059
-1.8503738762611874,-9.077559908043247,1.6097990581256059
-1.8515868852507396,-9.04647506336441,1.6097990581256059
-1.8533987815502968,-9.00004299605852,1.6097990581256059
-1.8554703157351184,-8.946957389161291,1.6097990581256059
-1.85876590342113,-8.862503908414176,1.6097990581256059
-1.8615135037774806,-8.792093275803959,1.6097990581256059
-1.8646410645432496,-8.711945691190127,1.6097990581256059
-1.8664760590384404,-8.66492170426139,1.6097990581256059
-1.867161192020454,-8.647364330397261,1.6097990581256059
-1.8703468371375749,-8.565728262964596,1.6097990581256059
-1.8554596452662508,-8.412402230332528,1.6009739212878988
-1.8577262966667973,-8.337314625548627,1.6009739212878988
-1.8577262966667973,-8.337314625548627,1.6009739212878988
-1.8577262966667973,-8.337314625548627,1.6009739212878988
-1.8577262966667973,-8.337314625548627,1.6009739212878988
-1.8921739557159398,-7.457768846509785,1.607831410024863
-1.9160783189081272,-7.294180836535228,1.6122114304501614
-1.9298692132625064,-7.29766999847952,1.6166705178070069
-1.9298692132625064,-7.29766999847952,1.6166705178070069
-1.9298692132625064,-7.29766999847952,1.6166705178070069
-1.9298692132625064,-7.29766999847952,1.6166705178070069
-1.9298692132625064,-7.29766999847952,1.6166705178070069
-1.9298692132625064,-7.29766999847952,1.6166705178070069
-1.9298692132625064,-7.29766999847952,1.6166705178070069
-1.9298692132625064,-7.29766999847952,1.6166705178070069
-2.165135564688761,-5.910300037955273,1.1945814251156488
-2.192142535896682,-5.806055454183356,1.165838201749309
-2.227447458177405,-5.540524383906794,1.166625871355132
-2.1817780368790736,-5.369843478840151,1.205243511677835
-2.237114279791239,-5.236716330090633,1.2845440264824382
-2.3195223690717164,-5.058053331415207,1.3810425872203795
-2.2824331273878897,-4.8817543261137715,1.3282979526869967
-2.360366716090045,-4.738926371319016,1.3505992500779629
-2.3950805556344257,-4.555843613141587,1.3834089006743644
-2.4194023505581654,-4.391570167532009,1.4099024803682199
-2.384876801170247,-4.196579796440421,1.3778296055921853
-2.4269711670767578,-4.055773511018874,1.3966061367520732
-2.382800463559942,-3.827955640856384,1.358811496082883
-2.39772143649504,-3.672673541354115,1.3660348468500332
-2.4306683959469915,-3.5044708009394974,1.3834022011119114
-2.3936768847974754,-3.3202690858654336,1.360598088501168
-2.4131116923466642,-3.0491886539262474,1.3778775085868082
-2.4549391188272764,-2.8972963447792317,1.3968644628143108
-2.434501425115524,-2.7862005171758284,1.3784680018771847
-2.46145917597814,-2.6269135509838506,1.3943142407905609
-2.499631155408384,-2.528182088494219,1.417092834875564
-2.474225150207401,-2.37254207353509,1.3995933341040427
-2.4841100836642713,-2.190474452726601,1.406993250495775
-2.4562707334791263,-2.0302904487594944,1.387096212439887
-2.477644574763815,-1.8735759243464472,1.3895632785958374
-2.4437844612912087,-1.6996463059823874,1.3652383770687853
-2.419497202265582,-1.5869898215222342,1.3494180700310279
-2.441726539389867,-1.3826273728858318,1.36743688410859
-2.398238369516468,-1.1843386899332238,1.3395690952253057
-2.4539059234480725,-1.025343186751705,1.3739695841269297
-2.4239697885086766,-0.8823452807694174,1.3516754405625353
-2.5012250999196173,-0.7768969830385473,1.3901870188801855
-2.4709161934069463,-0.6138178412055026,1.3610561619089145
-2.5315313509180086,-0.4530530342819574,1.3723966135328796
-2.497884738102509,-0.28620929701272857,1.3470899093894155
-2.5226985516225966,-0.1380862237216398,1.3562489941817288
-2.4851374473711427,0.0250593193737636,1.3304119674580075
-2.5367325891909465,0.13332049780170863,1.3424579493424953
-2.50396918570738,0.257347224642146,1.27508198974774
-2.5264830032134804,0.42317998845444293,1.2888689776791378
-2.5410140301707878,0.6203939008894181,1.3290554455484629
-2.485796463213861,0.8443433599171613,1.3290554455484629
-2.523532496694979,1.0458929229459173,1.3808129020661564
-2.482491431792623,1.259312057097187,1.3808129020661564
-2.5231362788943335,1.456591305421032,1.4310903517139073
-2.550835318676433,1.6935841849749238,1.464526806121125
-2.528786129012924,1.9002862093720587,1.464526806121125
-2.6107495896951187,2.191773830670588,1.515905058558303
-2.687433093978565,2.4630207409640725,1.5283071761276568
-2.7386524154539806,2.6774167105710482,1.5193180662064867
-2.804395653810647,2.8583287632565906,1.526796738913403
-2.833129095671298,3.0796209167062116,1.5104324197284793
-2.8411184730979198,3.2630488523868415,1.4884113839600202
-2.8793255488107734,3.501132463258436,1.4721496164577694
-2.926353548496893,3.728101910342634,1.4661261643014825
-3.0003761540117484,3.8613389959073636,1.492178681753133
-3.059289893195251,4.10796410901958,1.5009387838177624
-3.111122972534414,4.302948456162888,1.463421431353635
-3.0935826577680636,4.443490525485014,1.3973182258341323
-3.170233025018309,4.7163051305171635,1.394997006317879
-3.1828023801613625,4.900085343615274,1.389140649077918
-3.229821503834895,5.152529269014952,1.4063300796192761
