x,y,yaw
-2.1879668781897657,-9.428084911169766,1.0145587366570956
-2.1879668781897657,-9.428084911169773,1.0145587366570956
-2.1879668781897657,-9.428084911169766,1.0145587366570956
-2.1879668781897657,-9.428084911169766,1.0145587366570956
-2.1879668781897657,-9.428084911169766,1.0145587366570956
-2.1879668781897657,-9.428084911169766,1.0145587366570956
-2.1879668781897657,-9.428084911169766,1.0145587366570956
-2.1879668781897657,-9.428084911169766,1.0145587366570956
-2.1879668781897657,-9.428084911169766,1.0145587366570956
-2.1879668781897674,-9.428084911169773,1.0145587366570956
-2.1786603611238746,-9.413115940128435,1.0145587366570956
-2.1296670863490004,-9.334313214454305,1.0145587366570956
-2.0601458086231297,-9.222492434922415,1.0145587366570956
-1.9884390935089336,-9.107156511245083,1.0145587366570956
-1.924514868519358,-9.004338253250864,1.0145587366570956
-1.860442291450152,-8.901281379889767,1.0145587366570956
-1.790135957829678,-8.788197885330447,1.0145587366570956
-1.7287052229512572,-8.650177964547979,1.0318004626775168
-1.6541483694008097,-8.525514607757323,1.0318004626775168
-1.5861575369746213,-8.364497074141152,1.055088170348697
-1.5583849956101457,-8.2167711632671,1.0840351985353138
-1.4850574672082306,-8.085723567727534,1.017203788326337
-1.455503060029688,-7.93644691636457,1.0513022092323991
-1.3440809518312982,-7.741615655655245,1.0513022092323991
-1.3922915125805666,-7.51037776190757,1.1158598929256531
-1.2993225613194692,-7.334222240776899,1.0688387326970712
-1.3924181699289377,-7.033437140271808,1.1502920527684222
-1.5847310815844473,-6.7913902574499545,1.1576406182737449
-1.743397963873086,-6.51552529336756,1.266711313319397
-1.6587177244684739,-6.261514762373153,1.1839160047797244
-1.8535390726196486,-6.056378792932165,1.313135604210396
-2.035542244023711,-5.815254097834899,1.3681464975772382
-1.9758016112906276,-5.578753865948592,1.3114926723466478
-2.1972134556846132,-5.400087716295843,1.410974368565581
-2.293703470283882,-5.135110229417769,1.321793783667554
-2.237868441677225,-4.91552908149248,1.321793783667554
-2.3270767565889905,-4.814532719196691,1.3774270735754242
-2.4849651347755923,-4.6616337620088615,1.4949343346970576
-2.4538046970323,-4.367756787559831,1.4169369321260221
-2.4866913256943164,-4.173048346581403,1.4637580570599484
-2.5823888324667017,-3.9867768142444753,1.4926013389688715
-2.5823888324667017,-3.9867768142444753,1.4926013389688715
-2.563637374773247,-3.7035852483569336,1.4940495953121935
-2.6948256142515774,-3.3841107730509705,1.4321960137248197
-2.713444636271042,-2.7633032150626704,1.4727000106945187
-2.734567450881997,-2.563234430785723,1.446559124265393
-2.7313027985758964,-2.5370921930114143,1.446082449398092
-2.726216949428405,-2.161238632023043,1.4050358033265777
-2.841903570552411,-1.8254948631060195,1.4080559439983726
-2.93331498460617,-1.6186941292443002,1.413782012530951
-2.964163413251544,-1.2238343944695522,1.3923395954183955
-2.982792614328165,-0.8703330552208435,1.3593439973757795
-2.993822661798884,-0.5604589825589166,1.387616309928631
-3.0137999635708397,-0.6070089820858549,1.2833087810327566
-3.066422650734445,-0.2462785736103843,1.365749585092713
-3.014940752750558,0.033409308936825255,1.3532049074921748
-3.1326877873568115,0.3960175040521392,1.439393757733197
-3.1332166651537143,0.7080958437389224,1.3820412578289245
-3.0945164936962613,0.985325780946944,1.3620862673394045
-3.194163290019965,1.363562022551772,1.2967434624443122
-3.1808432758640564,1.6959035791195411,1.3314507258720458
-3.15390906049646,2.071108769159733,1.194632336682352
-3.11848522781726,2.288394724649349,1.2127998923393168
-3.0861798446657147,2.6539299749918523,1.2498621803839705
-3.1832783230889135,3.0209363157574103,1.3443777529002843
-3.2157572664659924,3.277386797409532,1.3861635193304493
-3.268891682919019,3.6571857602245768,1.4389564317346166
-3.3289983244330585,4.045508110908434,1.467751224389847
-3.359375576769885,4.595182549657046,1.4960816753805242
-3.46658320214798,4.677601237249252,1.3619176905787342
-3.4729324754830344,4.958094742763475,1.1379348660845974
-3.356610412387454,5.195804005893902,0.9799886912896658
-3.22761723008335,5.619527971433797,1.0045847279317976
-3.1034896865249806,5.867446991723329,0.993414505491376
-2.9488065771480443,6.216408477326977,0.817980190820476
-2.9727569878601976,6.53170168694783,0.9234113028931239
-3.137887670448791,7.06023403471983,0.9996586324988534
-3.2984123402339733,7.465277684856755,0.9358713955592765
-3.18519535311993,7.70758640883183,0.6145828627591162
-3.0812066878012843,7.7978856345911645,0.3921380099582981
-3.1924098107324106,7.8525537647482295,0.38200544336506614
-3.106270347082292,7.939997878612985,0.22893767780797705
-3.004842726308432,8.010378417795543,0.032538815529905375
-2.8072017532562796,8.207484169697544,0.09677641699948214
