x_px,y_px
6.485444946289062500e+02,7.547286376953125000e+02
6.466859130859375000e+02,7.569791870117187500e+02
6.448933105468750000e+02,7.592796020507812500e+02
6.431674194335937500e+02,7.616284790039062500e+02
6.415090332031250000e+02,7.640244750976562500e+02
6.399190063476562500e+02,7.664660644531250000e+02
6.383980102539062500e+02,7.689520263671875000e+02
6.369468383789062500e+02,7.714808959960937500e+02
6.355663452148437500e+02,7.740512695312500000e+02
6.342573242187500000e+02,7.766617431640625000e+02
6.330204467773437500e+02,7.793110351562500000e+02
6.318565673828125000e+02,7.819976806640625000e+02
6.307665405273437500e+02,7.847202758789062500e+02
6.297509765625000000e+02,7.874775390625000000e+02
6.288107910156250000e+02,7.902679443359375000e+02
6.279467773437500000e+02,7.930901489257812500e+02
6.271596069335937500e+02,7.959428100585937500e+02
6.264501342773437500e+02,7.988245239257812500e+02
6.258192138671875000e+02,8.017337646484375000e+02
6.252680664062500000e+02,8.046673583984375000e+02
6.247983398437500000e+02,8.076213378906250000e+02
6.244116210937500000e+02,8.105919189453125000e+02
6.241093750000000000e+02,8.135749511718750000e+02
6.238931884765625000e+02,8.165665283203125000e+02
6.237646484375000000e+02,8.195628051757812500e+02
6.237254028320312500e+02,8.225596313476562500e+02
6.237768554687500000e+02,8.255532226562500000e+02
6.239207153320312500e+02,8.285395507812500000e+02
6.241585083007812500e+02,8.315145874023437500e+02
6.244916992187500000e+02,8.344744873046875000e+02
6.249219970703125000e+02,8.374152832031250000e+02
6.254509277343750000e+02,8.403328857421875000e+02
6.260799560546875000e+02,8.432235107421875000e+02
6.268099975585937500e+02,8.460835571289062500e+02
6.276356811523437500e+02,8.489135742187500000e+02
6.285490112304687500e+02,8.517156982421875000e+02
6.295418090820312500e+02,8.544921875000000000e+02
6.306060791015625000e+02,8.572453002929687500e+02
6.317336425781250000e+02,8.599771728515625000e+02
6.329165649414062500e+02,8.626900634765625000e+02
6.341466064453125000e+02,8.653862304687500000e+02
6.354158325195312500e+02,8.680678710937500000e+02
6.367160034179687500e+02,8.707371826171875000e+02
6.380391845703125000e+02,8.733964843750000000e+02
6.393771972656250000e+02,8.760478515625000000e+02
6.407221069335937500e+02,8.786936035156250000e+02
6.420695800781250000e+02,8.813349609375000000e+02
6.434193115234375000e+02,8.839720458984375000e+02
6.447714843750000000e+02,8.866050415039062500e+02
6.461260986328125000e+02,8.892340087890625000e+02
6.474831542968750000e+02,8.918590698242187500e+02
6.488427124023437500e+02,8.944802856445312500e+02
6.502048339843750000e+02,8.970977783203125000e+02
6.515696411132812500e+02,8.997116088867187500e+02
6.529370727539062500e+02,9.023220214843750000e+02
6.543071899414062500e+02,9.049289550781250000e+02
6.556801147460937500e+02,9.075326538085937500e+02
6.570557861328125000e+02,9.101331176757812500e+02
6.584343872070312500e+02,9.127304687500000000e+02
6.598158569335937500e+02,9.153248901367187500e+02
6.612003173828125000e+02,9.179163818359375000e+02
6.625877075195312500e+02,9.205051269531250000e+02
6.639782104492187500e+02,9.230911254882812500e+02
6.653717651367187500e+02,9.256746215820312500e+02
6.667684936523437500e+02,9.282556152343750000e+02
6.681683959960937500e+02,9.308342285156250000e+02
6.695715942382812500e+02,9.334105834960937500e+02
6.709780273437500000e+02,9.359848022460937500e+02
6.723877563476562500e+02,9.385569458007812500e+02
6.738009643554687500e+02,9.411271362304687500e+02
6.752175292968750000e+02,9.436954956054687500e+02
6.766375732421875000e+02,9.462621459960937500e+02
6.780612182617187500e+02,9.488270874023437500e+02
6.794883422851562500e+02,9.513905029296875000e+02
6.809191284179687500e+02,9.539525146484375000e+02
6.823536376953125000e+02,9.565131835937500000e+02
6.837918090820312500e+02,9.590726318359375000e+02
6.852337646484375000e+02,9.616309204101562500e+02
6.866795043945312500e+02,9.641882324218750000e+02
6.881291503906250000e+02,9.667446289062500000e+02
6.895826416015625000e+02,9.693001708984375000e+02
6.910401611328125000e+02,9.718550415039062500e+02
6.925016479492187500e+02,9.744093627929687500e+02
6.939672241210937500e+02,9.769630737304687500e+02
6.954368286132812500e+02,9.795164794921875000e+02
6.969106445312500000e+02,9.820695800781250000e+02
6.983886108398437500e+02,9.846224365234375000e+02
6.998708496093750000e+02,9.871752319335937500e+02
7.013574218750000000e+02,9.897280883789062500e+02
7.028482666015625000e+02,9.922810668945312500e+02
7.043435058593750000e+02,9.948342285156250000e+02
7.058432006835937500e+02,9.973877563476562500e+02
7.073474121093750000e+02,9.999416503906250000e+02
7.088560791015625000e+02,1.002496154785156250e+03
7.103693847656250000e+02,1.005051269531250000e+03
7.118873291015625000e+02,1.007607177734375000e+03
7.134099121093750000e+02,1.010163940429687500e+03
7.149371948242187500e+02,1.012721557617187500e+03
7.164692993164062500e+02,1.015280273437500000e+03
7.180061645507812500e+02,1.017840209960937500e+03
7.195479736328125000e+02,1.020401367187500000e+03
7.210946044921875000e+02,1.022963867187500000e+03
7.226463012695312500e+02,1.025527832031250000e+03
7.242029418945312500e+02,1.028093505859375000e+03
7.257646484375000000e+02,1.030660766601562500e+03
7.273314819335937500e+02,1.033229736328125000e+03
7.289044189453125000e+02,1.035799072265625000e+03
7.304854736328125000e+02,1.038365600585937500e+03
7.320768432617187500e+02,1.040925903320312500e+03
7.336806640625000000e+02,1.043476684570312500e+03
7.352990112304687500e+02,1.046014526367187500e+03
7.369340820312500000e+02,1.048536254882812500e+03
7.385880126953125000e+02,1.051038452148437500e+03
7.402629394531250000e+02,1.053517700195312500e+03
7.419609985351562500e+02,1.055970825195312500e+03
7.436843872070312500e+02,1.058394287109375000e+03
7.454351196289062500e+02,1.060785034179687500e+03
7.472153930664062500e+02,1.063139404296875000e+03
7.490274047851562500e+02,1.065454345703125000e+03
7.508732299804687500e+02,1.067726318359375000e+03
7.527550048828125000e+02,1.069952148437500000e+03
7.546749267578125000e+02,1.072128295898437500e+03
7.566350708007812500e+02,1.074251708984375000e+03
7.586375732421875000e+02,1.076318725585937500e+03
7.606846923828125000e+02,1.078326293945312500e+03
7.627784423828125000e+02,1.080270996093750000e+03
7.649209594726562500e+02,1.082149414062500000e+03
7.671144409179687500e+02,1.083958251953125000e+03
7.693610839843750000e+02,1.085694213867187500e+03
7.716629028320312500e+02,1.087353881835937500e+03
7.740220947265625000e+02,1.088933959960937500e+03
7.764407958984375000e+02,1.090431274414062500e+03
7.789211425781250000e+02,1.091842163085937500e+03
7.814641113281250000e+02,1.093164428710937500e+03
7.840667724609375000e+02,1.094398071289062500e+03
7.867254028320312500e+02,1.095544067382812500e+03
7.894363403320312500e+02,1.096603027343750000e+03
7.921958007812500000e+02,1.097575805664062500e+03
7.950000610351562500e+02,1.098463256835937500e+03
7.978454589843750000e+02,1.099265991210937500e+03
8.007282104492187500e+02,1.099984985351562500e+03
8.036446533203125000e+02,1.100620971679687500e+03
8.065910644531250000e+02,1.101174682617187500e+03
8.095636596679687500e+02,1.101646850585937500e+03
8.125587768554687500e+02,1.102038452148437500e+03
8.155726928710937500e+02,1.102350097656250000e+03
8.186016235351562500e+02,1.102582763671875000e+03
8.216419677734375000e+02,1.102737060546875000e+03
8.246898803710937500e+02,1.102813720703125000e+03
8.277417602539062500e+02,1.102813720703125000e+03
8.307937622070312500e+02,1.102737792968750000e+03
8.338422851562500000e+02,1.102586669921875000e+03
8.368835449218750000e+02,1.102361206054687500e+03
8.399138183593750000e+02,1.102062133789062500e+03
8.429293823242187500e+02,1.101690185546875000e+03
8.459265747070312500e+02,1.101246215820312500e+03
8.489016113281250000e+02,1.100731079101562500e+03
8.518508300781250000e+02,1.100145507812500000e+03
8.547704467773437500e+02,1.099490234375000000e+03
8.576567993164062500e+02,1.098765991210937500e+03
8.605071411132812500e+02,1.097972534179687500e+03
8.633198852539062500e+02,1.097107910156250000e+03
8.660932617187500000e+02,1.096170654296875000e+03
8.688258056640625000e+02,1.095158569335937500e+03
8.715158691406250000e+02,1.094070312500000000e+03
8.741617431640625000e+02,1.092903686523437500e+03
8.767620239257812500e+02,1.091657104492187500e+03
8.793149414062500000e+02,1.090328857421875000e+03
8.818189086914062500e+02,1.088916992187500000e+03
8.842723388671875000e+02,1.087419799804687500e+03
8.866737060546875000e+02,1.085835449218750000e+03
8.890212402343750000e+02,1.084162109375000000e+03
8.913135986328125000e+02,1.082398315429687500e+03
8.935513305664062500e+02,1.080546386718750000e+03
8.957378540039062500e+02,1.078613037109375000e+03
8.978765258789062500e+02,1.076605590820312500e+03
8.999706420898437500e+02,1.074531250000000000e+03
9.020237426757812500e+02,1.072396972656250000e+03
9.040391845703125000e+02,1.070209960937500000e+03
9.060203247070312500e+02,1.067977294921875000e+03
9.079705200195312500e+02,1.065706298828125000e+03
9.098933105468750000e+02,1.063403930664062500e+03
9.117919311523437500e+02,1.061077270507812500e+03
9.136698608398437500e+02,1.058733642578125000e+03
9.155305175781250000e+02,1.056380126953125000e+03
9.173772583007812500e+02,1.054023803710937500e+03
9.192135009765625000e+02,1.051671752929687500e+03
9.210426025390625000e+02,1.049331054687500000e+03
9.228673095703125000e+02,1.047004638671875000e+03
9.246899414062500000e+02,1.044692749023437500e+03
9.265129394531250000e+02,1.042395385742187500e+03
9.283385009765625000e+02,1.040112548828125000e+03
9.301690063476562500e+02,1.037844482421875000e+03
9.320067749023437500e+02,1.035590942382812500e+03
9.338540649414062500e+02,1.033352050781250000e+03
9.357133178710937500e+02,1.031128051757812500e+03
9.375866699218750000e+02,1.028918701171875000e+03
9.394766235351562500e+02,1.026724243164062500e+03
9.413853759765625000e+02,1.024544555664062500e+03
9.433153076171875000e+02,1.022379760742187500e+03
9.452687377929687500e+02,1.020229980468750000e+03
9.472479248046875000e+02,1.018095092773437500e+03
9.492552490234375000e+02,1.015975219726562500e+03
9.512930297851562500e+02,1.013870483398437500e+03
9.533635253906250000e+02,1.011780639648437500e+03
9.554686279296875000e+02,1.009706420898437500e+03
9.576079101562500000e+02,1.007649108886718750e+03
9.597803344726562500e+02,1.005610900878906250e+03
9.619848632812500000e+02,1.003593750000000000e+03
9.642204589843750000e+02,1.001599670410156250e+03
9.664860839843750000e+02,9.996306762695312500e+02
9.687807006835937500e+02,9.976887207031250000e+02
9.711033325195312500e+02,9.957758789062500000e+02
9.734528808593750000e+02,9.938941040039062500e+02
9.758283081054687500e+02,9.920453491210937500e+02
9.782285766601562500e+02,9.902317504882812500e+02
9.806527099609375000e+02,9.884552001953125000e+02
9.830996093750000000e+02,9.867177734375000000e+02
9.855682373046875000e+02,9.850214843750000000e+02
9.880576171875000000e+02,9.833682250976562500e+02
9.905668945312500000e+02,9.817593994140625000e+02
9.930953979492187500e+02,9.801944580078125000e+02
9.956428222656250000e+02,9.786728515625000000e+02
9.982086791992187500e+02,9.771939697265625000e+02
1.000792419433593750e+03,9.757570800781250000e+02
1.003393554687500000e+03,9.743615722656250000e+02
1.006011779785156250e+03,9.730068969726562500e+02
1.008646423339843750e+03,9.716922607421875000e+02
1.011297241210937500e+03,9.704171752929687500e+02
1.013963500976562500e+03,9.691809082031250000e+02
1.016644897460937500e+03,9.679828491210937500e+02
1.019341064453125000e+03,9.668223876953125000e+02
1.022051269531250000e+03,9.656988525390625000e+02
1.024775268554687500e+03,9.646115722656250000e+02
1.027512451171875000e+03,9.635599975585937500e+02
1.030262451171875000e+03,9.625433959960937500e+02
1.033024658203125000e+03,9.615612182617187500e+02
1.035798828125000000e+03,9.606127929687500000e+02
1.038584228515625000e+03,9.596974487304687500e+02
1.041380615234375000e+03,9.588145751953125000e+02
1.044187377929687500e+03,9.579635620117187500e+02
1.047004150390625000e+03,9.571436767578125000e+02
1.049830322265625000e+03,9.563544311523437500e+02
1.052665649414062500e+03,9.555950317382812500e+02
1.055509399414062500e+03,9.548649291992187500e+02
1.058361328125000000e+03,9.541634521484375000e+02
1.061220825195312500e+03,9.534900512695312500e+02
1.064087402343750000e+03,9.528439331054687500e+02
1.066960815429687500e+03,9.522245483398437500e+02
1.069840332031250000e+03,9.516312866210937500e+02
1.072725585937500000e+03,9.510634765625000000e+02
1.075616088867187500e+03,9.505204467773437500e+02
1.078511474609375000e+03,9.500015869140625000e+02
1.081411254882812500e+03,9.495062866210937500e+02
1.084315063476562500e+03,9.490339355468750000e+02
1.087222900390625000e+03,9.485838012695312500e+02
1.090134521484375000e+03,9.481552734375000000e+02
1.093049804687500000e+03,9.477477416992187500e+02
1.095968627929687500e+03,9.473605957031250000e+02
1.098890869140625000e+03,9.469931640625000000e+02
1.101816406250000000e+03,9.466448364257812500e+02
1.104744995117187500e+03,9.463150024414062500e+02
1.107676635742187500e+03,9.460029296875000000e+02
1.110610961914062500e+03,9.457080688476562500e+02
1.113548095703125000e+03,9.454297485351562500e+02
1.116487670898437500e+03,9.451673583984375000e+02
1.119429565429687500e+03,9.449202270507812500e+02
1.122373779296875000e+03,9.446877441406250000e+02
1.125320068359375000e+03,9.444692993164062500e+02
1.128268310546875000e+03,9.442642211914062500e+02
1.131218383789062500e+03,9.440718994140625000e+02
1.134170166015625000e+03,9.438916625976562500e+02
1.137123291015625000e+03,9.437229003906250000e+02
1.140077880859375000e+03,9.435650024414062500e+02
1.143033813476562500e+03,9.434172363281250000e+02
1.145990600585937500e+03,9.432791137695312500e+02
1.148948486328125000e+03,9.431499023437500000e+02
1.151907104492187500e+03,9.430289306640625000e+02
1.154866455078125000e+03,9.429157104492187500e+02
1.157826171875000000e+03,9.428094482421875000e+02
1.160786254882812500e+03,9.427095947265625000e+02
1.163746704101562500e+03,9.426155395507812500e+02
1.166707031250000000e+03,9.425266113281250000e+02
1.169667358398437500e+03,9.424421386718750000e+02
1.172627563476562500e+03,9.423615112304687500e+02
1.175587280273437500e+03,9.422843017578125000e+02
1.178546875000000000e+03,9.422103881835937500e+02
1.181505981445312500e+03,9.421397094726562500e+02
1.184464843750000000e+03,9.420722045898437500e+02
1.187423461914062500e+03,9.420077514648437500e+02
1.190381835937500000e+03,9.419462890625000000e+02
1.193339843750000000e+03,9.418876953125000000e+02
1.196297607421875000e+03,9.418319091796875000e+02
1.199255126953125000e+03,9.417788696289062500e+02
1.202212402343750000e+03,9.417285156250000000e+02
1.205169311523437500e+03,9.416806640625000000e+02
1.208126098632812500e+03,9.416353759765625000e+02
1.211082641601562500e+03,9.415924682617187500e+02
1.214038940429687500e+03,9.415518798828125000e+02
1.216994995117187500e+03,9.415136108398437500e+02
1.219950927734375000e+03,9.414774169921875000e+02
1.222906494140625000e+03,9.414433593750000000e+02
1.225861938476562500e+03,9.414113159179687500e+02
1.228817260742187500e+03,9.413811645507812500e+02
1.231772338867187500e+03,9.413528442382812500e+02
1.234727294921875000e+03,9.413262939453125000e+02
1.237682006835937500e+03,9.413014526367187500e+02
1.240636596679687500e+03,9.412781982421875000e+02
1.243590942382812500e+03,9.412564697265625000e+02
1.246545288085937500e+03,9.412361450195312500e+02
1.249499389648437500e+03,9.412172241210937500e+02
1.252453369140625000e+03,9.411995239257812500e+02
1.255407226562500000e+03,9.411830444335937500e+02
1.258361083984375000e+03,9.411676635742187500e+02
1.261314697265625000e+03,9.411533203125000000e+02
1.264268188476562500e+03,9.411399536132812500e+02
1.267221679687500000e+03,9.411274414062500000e+02
1.270175048828125000e+03,9.411156616210937500e+02
1.273128295898437500e+03,9.411046752929687500e+02
1.276081420898437500e+03,9.410942382812500000e+02
1.279034545898437500e+03,9.410843505859375000e+02
1.281987670898437500e+03,9.410749511718750000e+02
1.284940673828125000e+03,9.410659179687500000e+02
1.287893554687500000e+03,9.410571899414062500e+02
1.290846557617187500e+03,9.410487060546875000e+02
1.293799438476562500e+03,9.410403442382812500e+02
1.296752319335937500e+03,9.410319824218750000e+02
1.299705078125000000e+03,9.410236816406250000e+02
1.302657958984375000e+03,9.410151977539062500e+02
1.305610717773437500e+03,9.410065917968750000e+02
1.308563598632812500e+03,9.409976806640625000e+02
1.311516479492187500e+03,9.409884033203125000e+02
1.314469238281250000e+03,9.409786987304687500e+02
1.317422119140625000e+03,9.409685058593750000e+02
1.320375122070312500e+03,9.409577026367187500e+02
1.323328002929687500e+03,9.409461669921875000e+02
1.326281005859375000e+03,9.409339599609375000e+02
1.329234130859375000e+03,9.409208984375000000e+02
1.332187133789062500e+03,9.409068603515625000e+02
1.335140380859375000e+03,9.408919067382812500e+02
1.338093627929687500e+03,9.408757934570312500e+02
1.341046997070312500e+03,9.408585815429687500e+02
1.344000366210937500e+03,9.408400878906250000e+02
1.346953857421875000e+03,9.408202514648437500e+02
1.349907470703125000e+03,9.407990112304687500e+02
1.352861206054687500e+03,9.407763061523437500e+02
1.355815063476562500e+03,9.407520141601562500e+02
1.358769042968750000e+03,9.407260742187500000e+02
1.361723144531250000e+03,9.406984252929687500e+02
1.364677368164062500e+03,9.406690063476562500e+02
1.367631835937500000e+03,9.406377563476562500e+02
1.370586303710937500e+03,9.406048583984375000e+02
1.373540893554687500e+03,9.405702514648437500e+02
1.376495605468750000e+03,9.405339965820312500e+02
1.379450439453125000e+03,9.404960937500000000e+02
1.382405273437500000e+03,9.404566040039062500e+02
1.385360351562500000e+03,9.404155883789062500e+02
1.388315429687500000e+03,9.403729858398437500e+02
1.391270629882812500e+03,9.403289794921875000e+02
1.394225830078125000e+03,9.402834472656250000e+02
1.397181030273437500e+03,9.402365112304687500e+02
1.400136474609375000e+03,9.401881713867187500e+02
1.403091796875000000e+03,9.401384887695312500e+02
1.406047241210937500e+03,9.400874633789062500e+02
1.409002685546875000e+03,9.400350952148437500e+02
1.411958251953125000e+03,9.399815063476562500e+02
1.414913696289062500e+03,9.399266967773437500e+02
1.417869262695312500e+03,9.398706665039062500e+02
1.420824829101562500e+03,9.398134765625000000e+02
1.423780273437500000e+03,9.397551879882812500e+02
1.426735839843750000e+03,9.396957397460937500e+02
1.429691406250000000e+03,9.396352539062500000e+02
1.432646850585937500e+03,9.395737915039062500e+02
1.435602294921875000e+03,9.395112304687500000e+02
1.438557739257812500e+03,9.394477539062500000e+02
1.441513183593750000e+03,9.393833007812500000e+02
1.444468505859375000e+03,9.393179931640625000e+02
1.447423828125000000e+03,9.392517700195312500e+02
1.450379028320312500e+03,9.391847534179687500e+02
1.453334106445312500e+03,9.391168823242187500e+02
1.456289306640625000e+03,9.390482788085937500e+02
1.459244262695312500e+03,9.389789428710937500e+02
1.462199218750000000e+03,9.389088745117187500e+02
1.465154052734375000e+03,9.388380737304687500e+02
1.468108764648437500e+03,9.387667236328125000e+02
1.471063354492187500e+03,9.386947021484375000e+02
1.474017822265625000e+03,9.386221313476562500e+02
1.476972167968750000e+03,9.385490112304687500e+02
1.479926391601562500e+03,9.384754028320312500e+02
1.482880615234375000e+03,9.384013061523437500e+02
1.485834472656250000e+03,9.383267211914062500e+02
1.488788330078125000e+03,9.382517700195312500e+02
1.491742065429687500e+03,9.381763916015625000e+02
1.494695556640625000e+03,9.381007080078125000e+02
1.497648803710937500e+03,9.380246582031250000e+02
1.500602050781250000e+03,9.379483642578125000e+02
1.503554931640625000e+03,9.378718261718750000e+02
1.506507690429687500e+03,9.377951049804687500e+02
1.509460327148437500e+03,9.377181396484375000e+02
1.512412719726562500e+03,9.376410522460937500e+02
1.515364868164062500e+03,9.375637817382812500e+02
1.518316772460937500e+03,9.374865112304687500e+02
1.521268554687500000e+03,9.374091186523437500e+02
1.524220092773437500e+03,9.373317260742187500e+02
1.527171264648437500e+03,9.372543945312500000e+02
1.530122314453125000e+03,9.371770629882812500e+02
1.533073120117187500e+03,9.370997924804687500e+02
1.536023559570312500e+03,9.370226440429687500e+02
1.538973876953125000e+03,9.369456787109375000e+02
1.541923828125000000e+03,9.368688354492187500e+02
1.544873535156250000e+03,9.367922363281250000e+02
1.547822875976562500e+03,9.367158203125000000e+02
1.550772094726562500e+03,9.366397094726562500e+02
1.553720947265625000e+03,9.365639038085937500e+02
1.556669555664062500e+03,9.364884643554687500e+02
1.559618164062500000e+03,9.364133911132812500e+02
1.562566528320312500e+03,9.363387451171875000e+02
1.565515014648437500e+03,9.362645263671875000e+02
1.568463378906250000e+03,9.361908569335937500e+02
1.571411743164062500e+03,9.361176757812500000e+02
1.574360351562500000e+03,9.360450439453125000e+02
1.577308959960937500e+03,9.359729614257812500e+02
1.580257812500000000e+03,9.359016113281250000e+02
1.583206909179687500e+03,9.358308715820312500e+02
1.586156372070312500e+03,9.357608032226562500e+02
1.589106079101562500e+03,9.356915283203125000e+02
1.592056274414062500e+03,9.356229858398437500e+02
1.595006835937500000e+03,9.355552978515625000e+02
1.597957885742187500e+03,9.354884643554687500e+02
1.600909423828125000e+03,9.354224853515625000e+02
1.603861572265625000e+03,9.353574218750000000e+02
1.606814331054687500e+03,9.352933349609375000e+02
1.609767822265625000e+03,9.352302246093750000e+02
1.612722045898437500e+03,9.351680908203125000e+02
1.615677001953125000e+03,9.351070556640625000e+02
1.618632934570312500e+03,9.350471801757812500e+02
1.621589599609375000e+03,9.349883422851562500e+02
1.624547241210937500e+03,9.349307250976562500e+02
1.627505737304687500e+03,9.348743286132812500e+02
1.630465332031250000e+03,9.348191528320312500e+02
1.633426025390625000e+03,9.347652587890625000e+02
1.636387817382812500e+03,9.347127075195312500e+02
1.639350830078125000e+03,9.346614379882812500e+02
1.642315063476562500e+03,9.346116333007812500e+02
1.645280395507812500e+03,9.345630493164062500e+02
1.648246582031250000e+03,9.345150756835937500e+02
1.651213134765625000e+03,9.344669189453125000e+02
1.654179687500000000e+03,9.344177246093750000e+02
1.657145629882812500e+03,9.343666992187500000e+02
1.660110595703125000e+03,9.343130493164062500e+02
1.663074096679687500e+03,9.342558593750000000e+02
1.666035766601562500e+03,9.341943969726562500e+02
1.668995117187500000e+03,9.341278686523437500e+02
1.671951782226562500e+03,9.340553588867187500e+02
1.674905151367187500e+03,9.339760742187500000e+02
1.677854736328125000e+03,9.338892822265625000e+02
1.680800292968750000e+03,9.337941284179687500e+02
1.683741333007812500e+03,9.336897583007812500e+02
1.686677246093750000e+03,9.335753173828125000e+02
1.689607666015625000e+03,9.334501342773437500e+02
1.692532592773437500e+03,9.333143920898437500e+02
1.695452514648437500e+03,9.331723632812500000e+02
1.698368530273437500e+03,9.330290527343750000e+02
1.701281494140625000e+03,9.328895263671875000e+02
1.704192626953125000e+03,9.327587890625000000e+02
1.707102539062500000e+03,9.326418457031250000e+02
1.710012451171875000e+03,9.325438232421875000e+02
1.712923217773437500e+03,9.324696655273437500e+02
1.715835815429687500e+03,9.324244384765625000e+02
1.718751098632812500e+03,9.324132080078125000e+02
1.721670288085937500e+03,9.324409179687500000e+02
1.724593994140625000e+03,9.325126953125000000e+02
1.727523437500000000e+03,9.326334838867187500e+02
1.730459594726562500e+03,9.328083496093750000e+02
1.733403198242187500e+03,9.330424194335937500e+02
1.736355346679687500e+03,9.333405761718750000e+02
1.739316894531250000e+03,9.337078247070312500e+02
1.742285156250000000e+03,9.341469726562500000e+02
1.745254760742187500e+03,9.346593017578125000e+02
1.748220336914062500e+03,9.352457275390625000e+02
1.751176391601562500e+03,9.359074707031250000e+02
1.754117553710937500e+03,9.366455078125000000e+02
1.757038330078125000e+03,9.374610595703125000e+02
1.759933349609375000e+03,9.383551635742187500e+02
1.762796997070312500e+03,9.393289184570312500e+02
1.765624023437500000e+03,9.403833618164062500e+02
1.768408813476562500e+03,9.415196533203125000e+02
1.771146118164062500e+03,9.427388916015625000e+02
1.773830200195312500e+03,9.440420532226562500e+02
1.776455932617187500e+03,9.454304199218750000e+02
1.779017700195312500e+03,9.469049072265625000e+02
1.781510131835937500e+03,9.484667358398437500e+02
1.783927734375000000e+03,9.501169433593750000e+02
1.786265014648437500e+03,9.518565673828125000e+02
1.788516601562500000e+03,9.536867675781250000e+02
1.790679199218750000e+03,9.556072998046875000e+02
1.792754760742187500e+03,9.576141357421875000e+02
1.794746459960937500e+03,9.597027587890625000e+02
1.796657348632812500e+03,9.618685913085937500e+02
1.798490600585937500e+03,9.641070556640625000e+02
1.800249145507812500e+03,9.664136352539062500e+02
1.801936035156250000e+03,9.687837524414062500e+02
1.803554443359375000e+03,9.712128906250000000e+02
1.805107299804687500e+03,9.736963500976562500e+02
1.806597900390625000e+03,9.762296752929687500e+02
1.808029052734375000e+03,9.788083496093750000e+02
1.809404052734375000e+03,9.814276733398437500e+02
1.810725830078125000e+03,9.840831909179687500e+02
1.811997558593750000e+03,9.867703247070312500e+02
1.813222167968750000e+03,9.894844970703125000e+02
1.814402709960937500e+03,9.922211914062500000e+02
1.815542480468750000e+03,9.949757690429687500e+02
1.816644287109375000e+03,9.977436523437500000e+02
1.817711425781250000e+03,1.000520507812500000e+03
1.818746093750000000e+03,1.003303894042968750e+03
1.819750122070312500e+03,1.006093383789062500e+03
1.820725341796875000e+03,1.008888793945312500e+03
1.821673461914062500e+03,1.011689819335937500e+03
1.822596435546875000e+03,1.014495971679687500e+03
1.823495849609375000e+03,1.017307250976562500e+03
1.824373535156250000e+03,1.020123168945312500e+03
1.825231201171875000e+03,1.022943359375000000e+03
1.826070800781250000e+03,1.025767822265625000e+03
1.826893920898437500e+03,1.028595947265625000e+03
1.827702514648437500e+03,1.031427612304687500e+03
1.828498291015625000e+03,1.034262451171875000e+03
1.829282958984375000e+03,1.037100219726562500e+03
1.830058227539062500e+03,1.039940673828125000e+03
1.830826171875000000e+03,1.042783325195312500e+03
1.831588256835937500e+03,1.045628051757812500e+03
1.832346435546875000e+03,1.048474487304687500e+03
1.833102416992187500e+03,1.051322265625000000e+03
1.833858032226562500e+03,1.054171264648437500e+03
1.834614990234375000e+03,1.057021118164062500e+03
1.835375122070312500e+03,1.059871459960937500e+03
1.836140136718750000e+03,1.062722045898437500e+03
1.836911865234375000e+03,1.065572631835937500e+03
1.837692138671875000e+03,1.068422729492187500e+03
1.838482543945312500e+03,1.071272338867187500e+03
1.839285034179687500e+03,1.074120971679687500e+03
1.840101318359375000e+03,1.076968261718750000e+03
1.840933227539062500e+03,1.079814086914062500e+03
1.841782470703125000e+03,1.082658081054687500e+03
1.842650756835937500e+03,1.085500000000000000e+03
1.843536987304687500e+03,1.088339599609375000e+03
1.844437866210937500e+03,1.091177001953125000e+03
1.845350219726562500e+03,1.094012329101562500e+03
1.846270751953125000e+03,1.096845458984375000e+03
1.847196044921875000e+03,1.099676513671875000e+03
1.848122802734375000e+03,1.102505493164062500e+03
1.849047851562500000e+03,1.105332519531250000e+03
1.849967773437500000e+03,1.108157470703125000e+03
1.850879272460937500e+03,1.110980590820312500e+03
1.851779052734375000e+03,1.113801757812500000e+03
1.852663940429687500e+03,1.116620971679687500e+03
1.853530395507812500e+03,1.119438354492187500e+03
1.854375244140625000e+03,1.122253906250000000e+03
1.855195312500000000e+03,1.125067749023437500e+03
1.855987426757812500e+03,1.127879882812500000e+03
1.856753417968750000e+03,1.130690917968750000e+03
1.857499267578125000e+03,1.133501831054687500e+03
1.858230590820312500e+03,1.136313720703125000e+03
1.858953247070312500e+03,1.139127441406250000e+03
1.859672973632812500e+03,1.141944091796875000e+03
1.860395629882812500e+03,1.144764770507812500e+03
1.861127075195312500e+03,1.147590454101562500e+03
1.861873046875000000e+03,1.150421997070312500e+03
1.862639282226562500e+03,1.153260620117187500e+03
1.863431762695312500e+03,1.156107177734375000e+03
1.864256225585937500e+03,1.158962768554687500e+03
1.865118408203125000e+03,1.161828491210937500e+03
1.866024291992187500e+03,1.164705200195312500e+03
1.866979370117187500e+03,1.167593994140625000e+03
1.867989746093750000e+03,1.170495849609375000e+03
1.869054565429687500e+03,1.173410888671875000e+03
1.870142089843750000e+03,1.176334960937500000e+03
1.871211547851562500e+03,1.179262329101562500e+03
1.872222167968750000e+03,1.182187622070312500e+03
1.873133178710937500e+03,1.185105346679687500e+03
1.873903808593750000e+03,1.188009887695312500e+03
1.874493286132812500e+03,1.190895874023437500e+03
1.874860839843750000e+03,1.193757812500000000e+03
1.874977905273437500e+03,1.196590454101562500e+03
