s_m,x_m,y_m,kappa
8.744826276871316395e+01,-3.600220711888007230e+01,3.684765761360251446e+01,-2.002749082127624342e-02
8.761944027542250524e+01,-3.617010573105848437e+01,3.688100120116879310e+01,-2.049038910737927335e-02
8.779069453529491796e+01,-3.633793993107722997e+01,3.691505561099360477e+01,-2.092098220204494097e-02
8.796203467946537558e+01,-3.650575757940580957e+01,3.694961978194879748e+01,-2.106470231083693717e-02
8.813346580318568613e+01,-3.667351337664628375e+01,3.698492732607497402e+01,-2.012352490848477379e-02
8.830499264849646579e+01,-3.684126091660472468e+01,3.702073544666458105e+01,-1.781358510642249218e-02
8.847660428034203051e+01,-3.700895576144496602e+01,3.705719077821846241e+01,-1.475819802549002344e-02
8.864828867854787120e+01,-3.717665373760069514e+01,3.709397285783032316e+01,-1.176094021114452125e-02
8.882003470752739815e+01,-3.734431307264158306e+01,3.713121592220320366e+01,-8.883820427913665177e-03
8.899182872421349089e+01,-3.751198628672414515e+01,3.716861749233553525e+01,-5.871755736051081399e-03
8.916366135064404830e+01,-3.767963453833490917e+01,3.720630721557513709e+01,-2.827012008868435341e-03
8.933551597314193771e+01,-3.784731118201612077e+01,3.724397091743379207e+01,1.235416601838293046e-04
8.950738091142133612e+01,-3.801497362963462479e+01,3.728174472672478856e+01,3.075417159143144404e-03
8.967924288075541028e+01,-3.818267791116017662e+01,3.731931879306559097e+01,6.016278555104631436e-03
8.985109111578381658e+01,-3.835038316288657967e+01,3.735682565144860945e+01,9.013810106397868518e-03
9.002290852331856286e+01,-3.851813979815987210e+01,3.739395963660702904e+01,1.202391677920157907e-02
9.019468423982225147e+01,-3.868590927028946425e+01,3.743084189523790428e+01,1.500876521355034438e-02
9.036640982706146019e+01,-3.885374641768242299e+01,3.746717878101044619e+01,1.796318496776479201e-02
9.053806871630040121e+01,-3.902160838418751609e+01,3.750308329960895293e+01,2.096756134858792503e-02
9.070965817931441677e+01,-3.918955054377261149e+01,3.753827385020615992e+01,2.399597350072947208e-02
9.088116263835193820e+01,-3.935753399737284752e+01,3.757284752207202416e+01,2.706656935830537361e-02
9.105257379279575503e+01,-3.952560216868942433e+01,3.760653540799657435e+01,3.009417162592313219e-02
9.122388533976636893e+01,-3.969372815321737136e+01,3.763941852603568350e+01,3.313417614536547789e-02
9.139509710788979646e+01,-3.986195429297826820e+01,3.767125302689709798e+01,3.620845851307574054e-02
9.156620020893129208e+01,-4.003025477663874909e+01,3.770209485540426186e+01,3.927611392433008608e-02
9.173719126458961171e+01,-4.019865980471924161e+01,3.773172064876669651e+01,4.240529633054804237e-02
9.190806900481790365e+01,-4.036715297747527842e+01,3.776016801841893056e+01,4.553436997127001395e-02
9.207883887976879578e+01,-4.053576526295028515e+01,3.778722808821997603e+01,4.860168029902873360e-02
9.224950196756807941e+01,-4.070448253089256951e+01,3.781292581254099616e+01,5.173351089305825573e-02
9.242006798003585288e+01,-4.087333064236597835e+01,3.783707285917239460e+01,5.490349536241938971e-02
9.259053449400802549e+01,-4.104229333916213562e+01,3.785966576684705842e+01,5.806283167465824818e-02
9.276092319702750899e+01,-4.121139843971425876e+01,3.788054099340669723e+01,6.115507274166678831e-02
9.293124123521262447e+01,-4.138063848582702775e+01,3.789967318938552410e+01,6.426894500242753827e-02
9.310150480052119804e+01,-4.155002557518528050e+01,3.791692704780410139e+01,6.750301541020808926e-02
9.327173369520259882e+01,-4.171956384966865983e+01,3.793224533979932289e+01,7.179900951986943614e-02
9.344194555695401050e+01,-4.188925810338115951e+01,3.794550950723796490e+01,7.832180410440493790e-02
9.361210969126523196e+01,-4.205906594452215330e+01,3.795651540079198583e+01,8.656481799533483068e-02
9.378219017846858208e+01,-4.222893332785349685e+01,3.796502681709543481e+01,9.520011788649124229e-02
9.395216600048109967e+01,-4.239881235941874849e+01,3.797076220751676345e+01,1.039002161785848172e-01
9.412201742916899150e+01,-4.256864127179073876e+01,3.797352777253406231e+01,1.127201758181146096e-01
9.429174844906366104e+01,-4.273837147987499918e+01,3.797300281714702663e+01,1.216507640579594096e-01
9.446137059286587601e+01,-4.290794705822085575e+01,3.796902853774957975e+01,1.305783484524954408e-01
9.463091075260642526e+01,-4.307730833963719874e+01,3.796124251682319084e+01,1.394266239913437011e-01
9.480041987814739457e+01,-4.324641238531960852e+01,3.794953075455155300e+01,1.481823318869066042e-01
9.496995927889958011e+01,-4.341519131858508729e+01,3.793349080152238173e+01,1.567926487764106369e-01
9.513961349424506864e+01,-4.358360943646900409e+01,3.791304843490466681e+01,1.651620260526169559e-01
9.530948622913719248e+01,-4.375158905069030624e+01,3.788775821415051581e+01,1.731620152822769543e-01
9.547969948293204823e+01,-4.391910683890265688e+01,3.785758633320364908e+01,1.805094345266556044e-01
9.565039584973081332e+01,-4.408606283522821911e+01,3.782204839672391472e+01,1.853529126119546622e-01
9.582173621997522162e+01,-4.425245584714920710e+01,3.778117189908339668e+01,1.853668180877798277e-01
9.599375480274099459e+01,-4.441806784014545428e+01,3.773466318385111151e+01,1.817037274327912011e-01
9.616638154274470196e+01,-4.458277112218054583e+01,3.768296385840893237e+01,1.773976932820571506e-01
9.633953161560401668e+01,-4.474624912085734252e+01,3.762590343710118646e+01,1.735983427401548151e-01
9.651311553822361589e+01,-4.490840749764194584e+01,3.756396767174232565e+01,1.703581573406105776e-01
9.668703311300733105e+01,-4.506889442139425483e+01,3.749695073266594392e+01,1.677478018281584604e-01
9.686118807935322650e+01,-4.522766055414051323e+01,3.742537372940554974e+01,1.657604301181570816e-01
9.703546566480829938e+01,-4.538430578082231648e+01,3.734898688662580923e+01,1.642264534234029461e-01
9.720975417270692276e+01,-4.553882010575738093e+01,3.726835310105555976e+01,1.632818770026802646e-01
9.738394154516356593e+01,-4.569077028283639663e+01,3.718319216864519206e+01,1.629575485392303347e-01
9.755790582874969630e+01,-4.584018515488209289e+01,3.709409240447487832e+01,1.631772337059549105e-01
9.773152893620738269e+01,-4.598658001300603360e+01,3.700074611928830848e+01,1.639218863993371078e-01
9.790469424765525730e+01,-4.613004422330165966e+01,3.690377063035892746e+01,1.651387538784420128e-01
9.807728603346835428e+01,-4.627004014577206448e+01,3.680282972575719214e+01,1.661292390078777104e-01
9.824929062984394079e+01,-4.640680693755968633e+01,3.669852044602403396e+01,1.666902307072711531e-01
9.842076223997243289e+01,-4.653991914211447067e+01,3.659042949321749916e+01,1.670104344137750552e-01
9.859175220109248983e+01,-4.666973453490361123e+01,3.647913919445412745e+01,1.672580690875941356e-01
9.876231937312253706e+01,-4.679577868154544973e+01,3.636422168807821720e+01,1.674281122475656525e-01
9.893251175616927640e+01,-4.691846742161027350e+01,3.624626864526695869e+01,1.676283519796722965e-01
9.910237530457440869e+01,-4.703725778105394539e+01,3.612485004875050265e+01,1.676656026365016261e-01
9.927196516144954330e+01,-4.715263074603009841e+01,3.600055283032813236e+01,1.676307206216893220e-01
9.944132210367826019e+01,-4.726398838320022833e+01,3.587295482671935076e+01,1.675928462072428515e-01
9.961049882311446879e+01,-4.737186961466229462e+01,3.574263828019733324e+01,1.675520667083549575e-01
9.977953684380726429e+01,-4.747561301353849217e+01,3.560917982362993683e+01,1.673913419600888963e-01
9.994848149383608416e+01,-4.757581877725079522e+01,3.547316107605374924e+01,1.672442060788009166e-01
1.001173776132626045e+02,-4.767176740317519545e+01,3.533416553533190552e+01,1.670001432066313130e-01
1.002862589661577317e+02,-4.776411261663137964e+01,3.519276796495879722e+01,1.667622441040267078e-01
1.004551790364415211e+02,-4.785208442739075707e+01,3.504856342045204798e+01,1.664595417075388772e-01
1.006241752390396584e+02,-4.793639440115764927e+01,3.490209996147331140e+01,1.662046308531351380e-01
1.007932857010982701e+02,-4.801620831005943302e+01,3.475300908876979378e+01,1.658575133349387554e-01
1.009625504263961346e+02,-4.809229270035368131e+01,3.460180818670994540e+01,1.654706511908842492e-01
1.011320185101212275e+02,-4.816376883669644116e+01,3.444815079725221096e+01,1.650769517478624937e-01
1.013017250713377138e+02,-4.823145426500691713e+01,3.429252624997784693e+01,1.647464379811215129e-01
1.014717085936739807e+02,-4.829440644992360632e+01,3.413462938401762159e+01,1.641951189864456206e-01
1.016420197847959628e+02,-4.835350335957027568e+01,3.397490005956027659e+01,1.637211326622630969e-01
1.018126899847494400e+02,-4.840776116992787337e+01,3.381308409258743097e+01,1.632511409538365266e-01
1.019837637799111718e+02,-4.845808585545406544e+01,3.364957975191804707e+01,1.626961562542528217e-01
1.021552881751606776e+02,-4.850346215969801023e+01,3.348416630271010064e+01,1.620885597420407276e-01
1.023273046236511021e+02,-4.854483885868492621e+01,3.331720035608563535e+01,1.616282636041917464e-01
1.024998487089158061e+02,-4.858115159155702401e+01,3.314852063948879390e+01,1.613543768756079133e-01
1.026728594156143828e+02,-4.861335570217054425e+01,3.297853358147573744e+01,1.617628695103262570e-01
1.028462280144871528e+02,-4.864031968117309646e+01,3.280727466955737981e+01,1.627023196235924951e-01
1.030198606949822846e+02,-4.866300097193163765e+01,3.263512976900714335e+01,1.640846327641888036e-01
1.031936474001141875e+02,-4.868024959951635822e+01,3.246220116024893798e+01,1.659158615248521040e-01
1.033674964061599155e+02,-4.869304979485321638e+01,3.228882402247574390e+01,1.684076890529565829e-01
1.035413253774696187e+02,-4.870022864359147974e+01,3.211514335171074208e+01,1.712801184567318280e-01
1.037150414982939708e+02,-4.870277486662573807e+01,3.194144589236685050e+01,1.746073612369015982e-01
1.038885808410090021e+02,-4.869951888973135823e+01,3.176793709695743217e+01,1.784204690458338627e-01
1.040618744769988240e+02,-4.869145205821001099e+01,3.159483131859119709e+01,1.826745257636584463e-01
1.042348628253807590e+02,-4.867739409269711359e+01,3.142241512943963144e+01,1.872454015871863886e-01
1.044075076295893609e+02,-4.865835321487249843e+01,3.125082354050855216e+01,1.924615658786956174e-01
1.045797765789494491e+02,-4.863314033720989471e+01,3.108040962759766401e+01,1.978817596574831694e-01
1.047516428859730269e+02,-4.860274882305510857e+01,3.091125176240274897e+01,2.032489767379320467e-01
1.049231101130740029e+02,-4.856602281072996874e+01,3.074376382257306872e+01,2.047075915337766838e-01
1.050941989290268594e+02,-4.852396810542236238e+01,3.057792418706442561e+01,1.972370293524935980e-01
1.052650707493151288e+02,-4.847584764251912048e+01,3.041396809532457368e+01,1.825327069969751581e-01
1.054358956663028550e+02,-4.842316406318989408e+01,3.025147011769739436e+01,1.658868276415947918e-01
1.056068037857987889e+02,-4.836536655023344622e+01,3.009063158747007805e+01,1.489069649790193683e-01
1.057778854726543329e+02,-4.830392508424038311e+01,2.993096352606153943e+01,1.319515835244744473e-01
1.059491851901484836e+02,-4.823832503315952636e+01,2.977272248678360000e+01,1.150251496238551135e-01
1.061207246402050259e+02,-4.816999809757106732e+01,2.961537823744860987e+01,9.821063761039508511e-02
1.062924914360590662e+02,-4.809846554362589188e+01,2.945921509876331612e+01,8.159339235937421164e-02
1.064644510646387658e+02,-4.802513049387146538e+01,2.930367705088183072e+01,6.522023100159217435e-02
1.066365428550076473e+02,-4.794954097046644392e+01,2.914907495431205220e+01,4.898849273656008529e-02
1.068087024486236203e+02,-4.787307024189782823e+01,2.899483114294121933e+01,3.293484266784264813e-02
1.069808360027133176e+02,-4.779529513173213218e+01,2.884127010399492264e+01,1.882685303337532784e-02
1.071528592922230985e+02,-4.771755913677174021e+01,2.868781285515575874e+01,1.039755400405276316e-02
1.073247230367325784e+02,-4.763924135972916218e+01,2.853483092002637633e+01,7.966704853752429663e-03
1.074964257987014520e+02,-4.756122005477218551e+01,2.838187826578150208e+01,7.912256000562290989e-03
1.076679822053452114e+02,-4.748263588352373432e+01,2.822937866352066649e+01,7.889355692767566208e-03
1.078393956914308660e+02,-4.740432357955520359e+01,2.807689992316917582e+01,7.837724385642732064e-03
1.080106728867571348e+02,-4.732546522119471177e+01,2.792485638678724769e+01,7.888333668518109770e-03
1.081818188494051753e+02,-4.724685994275095879e+01,2.777282957753472559e+01,7.970495058256921173e-03
1.083528418209707951e+02,-4.716771312969405017e+01,2.762122272153516889e+01,7.951578560194539139e-03
1.085237484961114802e+02,-4.708879575385261518e+01,2.746962740697055594e+01,7.885329258224098303e-03
1.086945501231457314e+02,-4.700934957052785990e+01,2.731842720937584801e+01,7.887401513426976762e-03
1.088652454945439843e+02,-4.693011620353003366e+01,2.716723533336733709e+01,7.906999930517079681e-03
1.090358507632640936e+02,-4.685036091316078455e+01,2.701642004444350320e+01,7.942283809079990139e-03
1.092063645693440748e+02,-4.677079769350482508e+01,2.686560674217259148e+01,7.972130788044791763e-03
1.093767984637906068e+02,-4.669071988461428191e+01,2.671515656138339168e+01,7.914791224583215754e-03
1.095471604468622076e+02,-4.661081166260484565e+01,2.656469765891704071e+01,7.883666345810133244e-03
1.097174541802013863e+02,-4.653040424350196957e+01,2.641458236133612303e+01,7.904784789881946078e-03
1.098876876446694268e+02,-4.645014485682026617e+01,2.626445620347458743e+01,7.937990188316580015e-03
1.100578661833228296e+02,-4.636939537832132174e+01,2.611465548004391124e+01,7.900577769481465298e-03
1.102280008680750001e+02,-4.628876880865336574e+01,2.596483836747228935e+01,7.869727710474500385e-03
1.103980953873099935e+02,-4.620766758693745402e+01,2.581532336049984977e+01,7.906310126247028183e-03
1.105681562535888247e+02,-4.612666633435868135e+01,2.566579244289357575e+01,7.914425036268086730e-03
1.107381933874446673e+02,-4.604519805106105679e+01,2.551654249915339534e+01,7.816662570804934831e-03
1.109082115888699036e+02,-4.596380744263800722e+01,2.536727174623643322e+01,7.808154515525482856e-03
1.110782159787291619e+02,-4.588197109245155758e+01,2.521826065819403695e+01,7.863741988442602554e-03
1.112482181513582731e+02,-4.580018005676807036e+01,2.506922722174288864e+01,7.779545074988203704e-03
1.114182212182000455e+02,-4.571795556623029455e+01,2.492043146948022425e+01,7.797593095878890129e-03
1.115882350687222413e+02,-4.563575989903542052e+01,2.477160747388888495e+01,7.837130275380891145e-03
1.117582634478366401e+02,-4.555313305654765088e+01,2.462300580968295804e+01,7.715466200561892432e-03
1.119283124785436740e+02,-4.547051780267651111e+01,2.447437407460525804e+01,7.717177127404765101e-03
1.120983938136604365e+02,-4.538748778714379029e+01,2.432593662287647263e+01,7.769302864204206960e-03
1.122685125524248946e+02,-4.530443622536200365e+01,2.417746836578286462e+01,7.695778236917244844e-03
1.124386734456859926e+02,-4.522098486227706360e+01,2.402917608818663098e+01,7.640565095058996468e-03
1.126088833180942146e+02,-4.513749400410725343e+01,2.388084983539471295e+01,7.627223774812251500e-03
1.127791517177937806e+02,-4.505361309115623669e+01,2.373267655717372904e+01,7.613918981165831643e-03
1.129494854802002379e+02,-4.496966806544935480e+01,2.358446446834622989e+01,7.592009863989611015e-03
1.131198862364990845e+02,-4.488534641285364302e+01,2.343638922851610573e+01,7.566736833928798533e-03
1.132903687311567751e+02,-4.480093687411067549e+01,2.328826998346702482e+01,7.519333982030374126e-03
1.134609376489887467e+02,-4.471615885688042624e+01,2.314026172854563157e+01,7.482405661835232584e-03
1.136315937061848729e+02,-4.463127675981021270e+01,2.299221268445992550e+01,7.441155909153117885e-03
1.138023507698344474e+02,-4.454603554512564756e+01,2.284425353433623940e+01,7.431026524021800209e-03
1.139732143962338142e+02,-4.446066746383805679e+01,2.269624451595014136e+01,7.408649265817702709e-03
1.141441861689147430e+02,-4.437494998249137268e+01,2.254831257063325012e+01,7.382053011776056224e-03
1.143152790803813588e+02,-4.428908648115647395e+01,2.240032526208066699e+01,7.299244525872475645e-03
1.144865013063965336e+02,-4.420287652590386784e+01,2.225238982245602770e+01,7.235720129866927280e-03
1.146578543814917310e+02,-4.411650942414272691e+01,2.210439455199795233e+01,7.248727608069460183e-03
1.148293451980485429e+02,-4.402980314034129350e+01,2.195643807017755478e+01,7.244127172940982226e-03
1.150009849604245602e+02,-4.394291657208906798e+01,2.180841465214565744e+01,7.176246774367405108e-03
1.151727757337622364e+02,-4.385569723769918937e+01,2.166041175517216644e+01,7.092941493651526083e-03
1.153447281637171642e+02,-4.376828358073113634e+01,2.151233579242710903e+01,7.056386820866142849e-03
1.155168479069229903e+02,-4.368054345893488488e+01,2.136425852533854908e+01,7.033337618481445494e-03
1.156891443504664494e+02,-4.359258897869683835e+01,2.121610295216028419e+01,6.987602869893022942e-03
1.158616207867483467e+02,-4.350431462458248433e+01,2.106792819223742086e+01,6.954190940798902175e-03
1.160342792696227434e+02,-4.341581310967723795e+01,2.091967694074871886e+01,6.872289232484739968e-03
1.162071358331815674e+02,-4.332699418098439992e+01,2.077138469728595283e+01,6.842948094254207476e-03
1.163801949653911691e+02,-4.323793240946133665e+01,2.062300186777284594e+01,6.812565452502455238e-03
1.165534623741380642e+02,-4.314855417927035575e+01,2.047456626927372625e+01,6.765481279021633328e-03
1.167269407104538885e+02,-4.305892373705852094e+01,2.032603641705601305e+01,6.707251204658721405e-03
1.169006435855493180e+02,-4.296897628982510753e+01,2.017743579272148580e+01,6.593529248102957332e-03
1.170745796704375579e+02,-4.287876114928166515e+01,2.002872469682418455e+01,6.597334953402313532e-03
1.172487468149909944e+02,-4.278823906442702452e+01,1.987992971574125889e+01,7.406528581229316309e-03
1.174231531269063709e+02,-4.269743014248295054e+01,1.973102940905494052e+01,1.043847343661719745e-02
1.175977619680746642e+02,-4.260625896895201947e+01,1.958211310863377008e+01,1.606152301172103503e-02
1.177724783030612343e+02,-4.251462259982648106e+01,1.943335634890626906e+01,2.279019083349099334e-02
1.179472023337404352e+02,-4.242238708547291282e+01,1.928496127894531043e+01,2.963809860659172984e-02
1.181218409138185450e+02,-4.232943023248942893e+01,1.913711792557727520e+01,3.651971583365309221e-02
1.182962962514849892e+02,-4.223563316667270584e+01,1.899002348215916314e+01,4.349296616520251929e-02
1.184704902450579738e+02,-4.214086152553647935e+01,1.884386643158255836e+01,5.065573631831373630e-02
1.186443358178966747e+02,-4.204500527576730917e+01,1.869883587419617399e+01,5.801761760225589842e-02
1.188177515583402766e+02,-4.194792259044933758e+01,1.855514185467881205e+01,6.553152870245189388e-02
1.189906742907733417e+02,-4.184950915738287591e+01,1.841295511976943544e+01,7.322348853985302664e-02
1.191630327655513781e+02,-4.174961735291277876e+01,1.827249490751159300e+01,8.114663556726452176e-02
1.193347810640362496e+02,-4.164815355395837315e+01,1.813392154955925051e+01,8.942646190532098360e-02
1.195058600141732228e+02,-4.154496235459129139e+01,1.799746795468849214e+01,9.790884100233428200e-02
1.196762493862025991e+02,-4.143994781021209661e+01,1.786328716780231574e+01,1.066314206891715577e-01
1.198459135286211819e+02,-4.133295792533566981e+01,1.773160920549745256e+01,1.156748446304289163e-01
1.200148481068250135e+02,-4.122389929829415678e+01,1.760259328562426617e+01,1.249101586388073337e-01
1.201830484956659575e+02,-4.111261453367852425e+01,1.747647004442468344e+01,1.343507435239393866e-01
1.203505417062804952e+02,-4.099901555740057546e+01,1.735338776222871360e+01,1.440974230834751735e-01
1.205173468262877066e+02,-4.088294389309458410e+01,1.723359078060622451e+01,1.538524083824954758e-01
1.206835310636568295e+02,-4.076430294816366029e+01,1.711722271395624517e+01,1.636288915974362101e-01
1.208491547184969903e+02,-4.064294368079966802e+01,1.700451458085359135e+01,1.735180149603621214e-01
1.210143028916355519e+02,-4.051877267197416188e+01,1.689563170957321248e+01,1.832407579559663935e-01
1.211790888456540216e+02,-4.039163322924481747e+01,1.679079863872127376e+01,1.926416044977823927e-01
1.213436475489363602e+02,-4.026142692882024932e+01,1.669017117648699156e+01,2.016615320051762805e-01
1.215081236279313828e+02,-4.012800928319170879e+01,1.659398327497899217e+01,2.100471475503850050e-01
1.216726974605963250e+02,-3.999127828468095203e+01,1.650239080561453520e+01,2.177575332378566542e-01
1.218375735489429417e+02,-3.985108656921618575e+01,1.641561288547625352e+01,2.239324743945854956e-01
1.220029650250320543e+02,-3.970733173283739603e+01,1.633382726705442067e+01,2.254093193254060046e-01
1.221690897692479325e+02,-3.955993865314648161e+01,1.625719365367216795e+01,2.208039691114578595e-01
1.223360280155336426e+02,-3.940909362122594217e+01,1.618568033730494449e+01,2.132140187577052093e-01
1.225038285032737093e+02,-3.925499714558105069e+01,1.611926287062916074e+01,2.054602850396132496e-01
1.226725171864770942e+02,-3.909787503653779339e+01,1.605787464137718601e+01,1.979944558813691580e-01
1.228421031632026370e+02,-3.893793502851986688e+01,1.600149559086031559e+01,1.908903362097094381e-01
1.230125834621172061e+02,-3.877540207530904581e+01,1.595005075206601042e+01,1.842472579025487833e-01
1.231839407332150387e+02,-3.861048196534227372e+01,1.590352471971161030e+01,1.779767091720466377e-01
1.233561442740090115e+02,-3.844339912262501713e+01,1.586184279159518873e+01,1.722112566772094622e-01
1.235291547244549974e+02,-3.827436097228278555e+01,1.582498197646041049e+01,1.669543195110358980e-01
1.237029190922869759e+02,-3.810358744708251777e+01,1.579288121916837362e+01,1.621015599840111288e-01
1.238773717330168722e+02,-3.793129517861079592e+01,1.576551156293191447e+01,1.576594538817404079e-01
1.240524473705885811e+02,-3.775769750128878144e+01,1.574281078542227696e+01,1.536616540667350983e-01
1.242280665467915810e+02,-3.758301010895587524e+01,1.572474396472384939e+01,1.501479413077759784e-01
1.244041418315258340e+02,-3.740745231172498109e+01,1.571125449751103709e+01,1.472297207977078803e-01
1.245805883668051024e+02,-3.723123286628369044e+01,1.570230537127298653e+01,1.446652187183540827e-01
1.247573027200841977e+02,-3.705457441331248702e+01,1.569786086357573041e+01,1.423638956046870407e-01
1.249341912466133948e+02,-3.687768588697276329e+01,1.569785267623434599e+01,1.406093549994857361e-01
1.251111416501778706e+02,-3.670079025178701926e+01,1.570225489997477553e+01,1.393330113024666972e-01
1.252880527463778151e+02,-3.652409561664894255e+01,1.571100372115757438e+01,1.384394347981683648e-01
1.254648097037695180e+02,-3.634782263570946981e+01,1.572407499412858556e+01,1.380213615391435167e-01
1.256412995909744694e+02,-3.617218491326590879e+01,1.574139754418501624e+01,1.380344754209755220e-01
1.258174081912035547e+02,-3.599740127407632428e+01,1.576295951409252716e+01,1.384266930842245058e-01
1.259930231310877247e+02,-3.582367967603757108e+01,1.578867747445844749e+01,1.392418460919221113e-01
1.261680243381292996e+02,-3.565124593754845250e+01,1.581854431722220866e+01,1.405802879521614868e-01
1.263423002236627610e+02,-3.548030358248656313e+01,1.585246769447693893e+01,1.425173506103329102e-01
1.265157333550486101e+02,-3.531108221440490524e+01,1.589045689882335033e+01,1.452955020744682857e-01
1.266882150368586366e+02,-3.514378235053007415e+01,1.593241742917602721e+01,1.498240946999931100e-01
1.268597052329402430e+02,-3.497857660394005563e+01,1.597841687097418450e+01,1.561154845624111442e-01
1.270302634705493574e+02,-3.481554054907008577e+01,1.602851035586756012e+01,1.630219792822912850e-01
1.271999427444657300e+02,-3.465479784028011778e+01,1.608285037397254769e+01,1.698641790320493394e-01
1.273688388533850855e+02,-3.449640825936680244e+01,1.614149026028044531e+01,1.766728704673245220e-01
1.275370339045296504e+02,-3.434049457380767478e+01,1.620458144734242723e+01,1.834945817101646670e-01
1.277046381812524629e+02,-3.418712640317915685e+01,1.627217876839761246e+01,1.898861603117788788e-01
1.278717786215562739e+02,-3.403641798453003986e+01,1.634444839779499148e+01,1.960215425818104540e-01
1.280385793529398484e+02,-3.388843401479211082e+01,1.642141091263631125e+01,2.019454941937487702e-01
1.282051947663824194e+02,-3.374331098679782315e+01,1.650326445710694756e+01,2.071713416753164505e-01
1.283717871197216311e+02,-3.360109082032624883e+01,1.659001949407826615e+01,2.118810975368172200e-01
1.285385391945713138e+02,-3.346191550384366309e+01,1.668186983838164750e+01,2.157990750370311905e-01
1.287056361689241726e+02,-3.332583095667816764e+01,1.677883578529418784e+01,2.162502307400836765e-01
1.288732840986909878e+02,-3.319297650753396312e+01,1.688108804051472589e+01,2.088115891224474607e-01
1.290416438025711727e+02,-3.306325251208637894e+01,1.698840381240191277e+01,1.935003506657411720e-01
1.292108157659750702e+02,-3.293653614351849512e+01,1.710048465438169174e+01,1.754360458757188435e-01
1.293808295291353829e+02,-3.281255176084907532e+01,1.721681415415717353e+01,1.578657784283491738e-01
1.295516753123910405e+02,-3.269119495449678681e+01,1.733706725061713527e+01,1.408797810771225956e-01
1.297233264218398858e+02,-3.257217023462968797e+01,1.746074917910946311e+01,1.245357415474511037e-01
1.298957062808997875e+02,-3.245537380120759252e+01,1.758753012779416380e+01,1.089139306743629187e-01
1.300687149205126900e+02,-3.234051725674742528e+01,1.771691313894854503e+01,9.377281033177949088e-02
1.302422173508035712e+02,-3.222750851468639155e+01,1.784856463926139725e+01,7.919485650189854453e-02
1.304160804397264997e+02,-3.211603184176430403e+01,1.798198624577263871e+01,6.517967989578533905e-02
1.305901371068603680e+02,-3.200601347383343409e+01,1.811686278966213948e+01,5.130425380878857189e-02
1.307642039648473826e+02,-3.189713910606331737e+01,1.825267752778773911e+01,3.765511242260927843e-02
1.309380953890741921e+02,-3.178932158158885457e+01,1.838910922804772596e+01,2.432026002932108008e-02
1.311116153429767337e+02,-3.168225201530753665e+01,1.852565695735389184e+01,1.093797229747580160e-02
1.312845649762672338e+02,-3.157585368280072302e+01,1.866200566653401438e+01,-1.172237054219644418e-03
1.314567408917891385e+02,-3.146980614836297008e+01,1.879764661287941152e+01,-9.497011649321479912e-03
1.316281078152197495e+02,-3.136407731811947386e+01,1.893250964303004480e+01,-1.453171850643262056e-02
1.317987384145073406e+02,-3.125840654872349234e+01,1.906648161736985614e+01,-1.851750432158626863e-02
1.319687217096875429e+02,-3.115277587363124212e+01,1.919965999819750735e+01,-2.239002074039428761e-02
1.321381388900908576e+02,-3.104693370636058347e+01,1.933194611479052583e+01,-2.633832190574295420e-02
1.323070680200204094e+02,-3.094087073672720578e+01,1.946342880342788462e+01,-3.020806699247772023e-02
1.324756083975584318e+02,-3.083432062202487245e+01,1.959401567840994929e+01,-3.413171805082639010e-02
1.326438422231446737e+02,-3.072728540961557897e+01,1.972380814111824421e+01,-3.810039451297130009e-02
1.328118548924755089e+02,-3.061949150119174234e+01,1.985268300430881894e+01,-4.186072909961280342e-02
1.329797442892125616e+02,-3.051094474521972799e+01,1.998076286730330153e+01,-4.560535497603417782e-02
1.331476024586124538e+02,-3.040137211021514574e+01,2.010792497916228427e+01,-4.926596804806090968e-02
1.333155285871643798e+02,-3.029077392411390335e+01,2.023428646808019238e+01,-5.280026447511958904e-02
1.334836205299149299e+02,-3.017888308363444949e+01,2.035972705574805630e+01,-5.618971616452675399e-02
1.336519766966662530e+02,-3.006569793960139236e+01,2.048435819974272221e+01,-5.942261542718605544e-02
1.338207063019085012e+02,-2.995095410943228487e+01,2.060806564949142583e+01,-6.252327984936714711e-02
1.339899157938402254e+02,-2.983464144040096500e+01,2.073096078846203127e+01,-6.530603341817663166e-02
1.341597123506802518e+02,-2.971650385192600652e+01,2.085292135956618509e+01,-6.787340323729317004e-02
1.343302189442192685e+02,-2.959653110518465979e+01,2.097407844140466082e+01,-6.984846924611680385e-02
1.345015062584033672e+02,-2.947448976542978727e+01,2.109426685761536646e+01,-7.080272379631571966e-02
1.346735296027762274e+02,-2.935053093167368132e+01,2.121354065416368684e+01,-7.150280847472210988e-02
1.348461831144500991e+02,-2.922459012221575492e+01,2.133164293020610813e+01,-7.226657861403831817e-02
1.350193720585666597e+02,-2.909684605813365010e+01,2.144858678192991874e+01,-7.309444606358134200e-02
1.351930006998360341e+02,-2.896724669056542822e+01,2.156413291555178446e+01,-7.419889376473229325e-02
1.353669748719336212e+02,-2.883596246418991171e+01,2.167828835546606925e+01,-7.545131479316695422e-02
1.355412043020248234e+02,-2.870294003214603862e+01,2.179080913969298550e+01,-7.676831059785255151e-02
1.357155987059781239e+02,-2.856834997395156961e+01,2.190170965531594760e+01,-7.822905679709508953e-02
1.358900688909650967e+02,-2.843214801905374145e+01,2.201074576369937219e+01,-7.995514963849985335e-02
