s_m,x_m,y_m,kappa
1.774975367938911290e+02,1.256558449474479211e+01,2.549433469669060770e+01,1.861886805990707952e-02
1.776681067721606837e+02,1.273604947414061428e+01,2.550031869923560279e+01,2.036260975914653409e-02
1.778384015107503160e+02,1.290621258753085243e+01,2.550701293800094760e+01,2.151653833240694744e-02
1.780084035613941182e+02,1.307606264860171486e+01,2.551420000814991340e+01,1.967177842875934488e-02
1.781781148177666694e+02,1.324558835699959403e+01,2.552213377974641162e+01,1.274073772381683831e-02
1.783475535638403642e+02,1.341483028286232759e+01,2.553029828838459636e+01,2.896043739092505568e-03
1.785167698556593052e+02,1.358383944311008129e+01,2.553866830447183389e+01,-7.331267994973770727e-03
1.786857987776019741e+02,1.375267819084499976e+01,2.554668414606257443e+01,-1.763481783124905278e-02
1.788546981151267232e+02,1.392140438990042384e+01,2.555432979636884738e+01,-2.798793549459091187e-02
1.790234926846376311e+02,1.409006582064926505e+01,2.556103266695732401e+01,-3.831956125940850361e-02
1.791922468076884343e+02,1.425872183298852036e+01,2.556678623528179628e+01,-4.866449420784031005e-02
1.793610094491269251e+02,1.442743157675468701e+01,2.557101133926237324e+01,-5.898500761364978973e-02
1.795298438472968598e+02,1.459624452244518089e+01,2.557370269072693247e+01,-6.906336695464027065e-02
1.796988146627249705e+02,1.476521436981929192e+01,2.557427465646906484e+01,-7.896341422681442401e-02
1.798680182612215503e+02,1.493441104773484973e+01,2.557274432103923800e+01,-8.878972286667283220e-02
1.800375269589609388e+02,1.510386673583040995e+01,2.556850540828189722e+01,-9.825570394922497619e-02
1.802074614004370687e+02,1.527366000921755784e+01,2.556158018537726662e+01,-1.074228268496382199e-01
1.803779421193116548e+02,1.544383448200189868e+01,2.555136625760333757e+01,-1.162168203462225352e-01
1.805490914191441050e+02,1.561445122898036786e+01,2.553787520561969160e+01,-1.242585479213409311e-01
1.807210677086058013e+02,1.578554858036471487e+01,2.552051028447761638e+01,-1.308141321363848197e-01
1.808940330435569024e+02,1.595720916596237338e+01,2.549930532168554365e+01,-1.349932783986806939e-01
1.810679453885749979e+02,1.612923677113690957e+01,2.547377089771313408e+01,-1.373413677681567524e-01
1.812426055959081452e+02,1.630136777605278198e+01,2.544415493626820890e+01,-1.395568965603306844e-01
1.814178178626870022e+02,1.647323543197230222e+01,2.541008372733001153e+01,-1.424807277497578961e-01
1.815933904221013222e+02,1.664458505897133378e+01,2.537180803077746205e+01,-1.460319240113377992e-01
1.817691442150567411e+02,1.681503218192311166e+01,2.532894576280572352e+01,-1.502318875851729463e-01
1.819449068299687724e+02,1.698434256003731235e+01,2.528176003759624635e+01,-1.552619337628537433e-01
1.821205212086870233e+02,1.715211170001733265e+01,2.522985699642364921e+01,-1.608782611672888718e-01
1.822958303021575830e+02,1.731811357992748057e+01,2.517349518204756720e+01,-1.670620669555399340e-01
1.824707099445648453e+02,1.748193587603183730e+01,2.511229759526842287e+01,-1.740815006322280478e-01
1.826450343506238028e+02,1.764337376831070969e+01,2.504651913766746674e+01,-1.818248294403324583e-01
1.828187133915062077e+02,1.780198918194574986e+01,2.497576915675424658e+01,-1.901718094793295177e-01
1.829916475341100295e+02,1.795759564902969529e+01,2.490031821189754169e+01,-1.993244091833634712e-01
1.831637979489287886e+02,1.810974038282914123e+01,2.481977167069703683e+01,-2.090977362683533181e-01
1.833351143519717539e+02,1.825826151976917799e+01,2.473438559552303317e+01,-2.194773558817132431e-01
1.835055927015102668e+02,1.840267300952062612e+01,2.464378653764082827e+01,-2.303932171287349229e-01
1.836752459335118601e+02,1.854284501097468763e+01,2.454821442279059340e+01,-2.417404323507320318e-01
1.838441167353006449e+02,1.867825576686045608e+01,2.444731211911406632e+01,-2.521066072892913512e-01
1.840122908522868954e+02,1.880881371458309559e+01,2.434130666684601962e+01,-2.568954855289425354e-01
1.841799247846674916e+02,1.893409623383701756e+01,2.422992702034464330e+01,-2.525726802345225064e-01
1.843472585633861058e+02,1.905445470940999186e+01,2.411367543601997099e+01,-2.426739330555379437e-01
1.845145308807473725e+02,1.916982601683104548e+01,2.399255776769960846e+01,-2.313438786501034738e-01
1.846819348312801878e+02,1.928064660365476968e+01,2.386708713292781070e+01,-2.194472007271726366e-01
1.848496317068818087e+02,1.938682633919842146e+01,2.373728687928234748e+01,-2.072420559950498842e-01
1.850177412778809298e+02,1.948882478372413374e+01,2.360365624965036346e+01,-1.950431339686601873e-01
1.851863525657452954e+02,1.958652138369143714e+01,2.346623303199734067e+01,-1.827392273875778073e-01
1.853555297934521207e+02,1.968039795548335746e+01,2.332549169605383099e+01,-1.705613390757962367e-01
1.855252917599976854e+02,1.977032321468064779e+01,2.318150359569927588e+01,-1.587725179686227672e-01
1.856956531740715661e+02,1.985679369222818380e+01,2.303471848774224995e+01,-1.472608371380971226e-01
1.858665869027965414e+02,1.993965882125877798e+01,2.288521360485688305e+01,-1.360395619974980597e-01
1.860380477688441943e+02,2.001943769040403609e+01,2.273344351352228543e+01,-1.254753787387605790e-01
1.862099724697548311e+02,2.009596522888587700e+01,2.257949014838492374e+01,-1.152640042112632740e-01
1.863822788787309719e+02,2.016975419254763224e+01,2.242378309197457398e+01,-1.054241403351287715e-01
1.865548622714455291e+02,2.024065015178153359e+01,2.226643382948768135e+01,-9.595830401650184971e-02
1.867276088937587701e+02,2.030915573315050793e+01,2.210785141923380692e+01,-8.668773100378041052e-02
1.869003906646758253e+02,2.037512972430118907e+01,2.194816117891560481e+01,-7.783139320841002406e-02
1.870730594805309863e+02,2.043907589429592875e+01,2.178776975984391129e+01,-7.004585434159792123e-02
1.872454807629239326e+02,2.050084265323904376e+01,2.162679160569965120e+01,-6.435567177389464599e-02
1.874175906890548049e+02,2.056089585236841444e+01,2.146549858059594129e+01,-6.056132112294465575e-02
1.875894228056453130e+02,2.061900582833508722e+01,2.130379048869846059e+01,-5.734187279517512226e-02
1.877610206111032483e+02,2.067561061417136514e+01,2.114179757200638932e+01,-5.393577341858982882e-02
1.879324157687720742e+02,2.073047844382040950e+01,2.097942201552720221e+01,-5.052618090833378012e-02
1.881036314778072551e+02,2.078405951242382343e+01,2.081680624720279127e+01,-4.731221676907874929e-02
1.882747085405420933e+02,2.083610443370518084e+01,2.065383788351585181e+01,-4.388134081837892497e-02
1.884456627324892963e+02,2.088705756965753224e+01,2.049065358990600316e+01,-4.037854210627654650e-02
1.886165122300500911e+02,2.093668878397809863e+01,2.032717180687852121e+01,-3.696588652849263495e-02
1.887872973717578589e+02,2.098543102240621749e+01,2.016348992388238770e+01,-3.339108386287265029e-02
1.889580166656587608e+02,2.103305587275672650e+01,1.999954801057431197e+01,-2.974550080430735446e-02
1.891286998940031481e+02,2.108000352041386449e+01,1.983544839808993032e+01,-2.626175084143214308e-02
1.892993578117536515e+02,2.112604688813027920e+01,1.967111905445262465e+01,-2.284782341093915398e-02
1.894700065260890085e+02,2.117160612638804551e+01,1.950666438132448377e+01,-1.926790694391319544e-02
1.896406610955226029e+02,2.121646419453442789e+01,1.934201100057953226e+01,-1.559480138961815733e-02
1.898113273413040076e+02,2.126104846394053283e+01,1.917727117427562078e+01,-1.204272914859812714e-02
1.899820215772565177e+02,2.130514343710598624e+01,1.901237073301196645e+01,-8.479920277697628947e-03
1.901527531045769308e+02,2.134916307850273398e+01,1.884741156960336994e+01,-4.896600880302864542e-03
1.903235271877068726e+02,2.139290525034261137e+01,1.868233458795057089e+01,-1.316878740551847551e-03
1.904943642353414646e+02,2.143677347910154651e+01,1.851722591055881395e+01,2.212498534513487533e-03
1.906652691830707340e+02,2.148057919320730136e+01,1.835203038831310707e+01,5.701428996944926490e-03
1.908362488161481849e+02,2.152470372742453364e+01,1.818684243352399932e+01,9.271156851354931880e-03
1.910073153270363662e+02,2.156897529786684942e+01,1.802160388112768885e+01,1.291050266652774524e-02
1.911784831411577557e+02,2.161377204913365446e+01,1.785640196931358403e+01,1.638190296117281175e-02
1.913497538037703976e+02,2.165893336510212563e+01,1.769119272195807469e+01,1.976683211606232102e-02
1.915211532200884506e+02,2.170480815489764836e+01,1.752604653346017116e+01,2.331649415011841781e-02
1.916926867593547001e+02,2.175126019330931726e+01,1.736092244914595284e+01,2.686821161106513201e-02
1.918643640267702608e+02,2.179863031908218218e+01,1.719590985771264968e+01,3.028584804810044787e-02
1.920362116342621732e+02,2.184679278296253813e+01,1.703094932523997329e+01,3.357624079374212089e-02
1.922082421690070362e+02,2.189607063899012829e+01,1.686612761007499017e+01,3.549004167184277581e-02
1.923804767276388077e+02,2.194634233921276234e+01,1.670139297697131298e+01,3.375607669421592377e-02
1.925528896973507642e+02,2.199775984543752472e+01,1.653682544621714712e+01,2.858507036446831726e-02
1.927254360092725847e+02,2.204992835198408230e+01,1.637235454702059556e+01,2.244920079560427939e-02
1.928980701947575369e+02,2.210285450520887807e+01,1.620803356752351476e+01,1.634375472817885949e-02
1.930707289435654275e+02,2.215616435102820958e+01,1.604381084108582201e+01,1.014469592736696839e-02
1.932433587770663053e+02,2.220983703801880438e+01,1.587973676608995710e+01,4.005595858285471156e-03
1.934159006023967891e+02,2.226351301483069989e+01,1.571575636786605834e+01,-2.058169378337032594e-03
1.935883039706009185e+02,2.231716649899737348e+01,1.555191429449994622e+01,-8.264194665654228666e-03
1.937605006920390167e+02,2.237045101078123110e+01,1.538816915204378155e+01,-1.453558267357647760e-02
1.939324458225322303e+02,2.242331351768085312e+01,1.522455166133873838e+01,-2.069325610426579407e-02
1.941040755389059882e+02,2.247543477919014876e+01,1.506102755412142358e+01,-2.699164302682562425e-02
1.942753368738500228e+02,2.252675189413574586e+01,1.489763539225165268e+01,-3.361369299698302449e-02
1.944461797901990678e+02,2.257694846110094034e+01,1.473433319774234995e+01,-4.017934458888419019e-02
1.946165570705876746e+02,2.262593670957934933e+01,1.457115057249186485e+01,-4.659784720745850650e-02
1.947864319447107846e+02,2.267344662887901663e+01,1.440805464848858009e+01,-5.079087501619720946e-02
1.949557652518799102e+02,2.271937655669378131e+01,1.424506934041523998e+01,-4.844842560769421075e-02
1.951246330137554139e+02,2.276376159867962201e+01,1.408213902080359503e+01,-3.981066819497262876e-02
1.952931908800693748e+02,2.280700143089600473e+01,1.391922164540670259e+01,-2.905053759457301363e-02
1.954615896865782645e+02,2.284937791955335484e+01,1.375624191892917736e+01,-1.809743604444862333e-02
1.956299656493906127e+02,2.289127193063007937e+01,1.359316109023098385e+01,-7.229315476034123625e-03
1.957984640913756209e+02,2.293298713051934001e+01,1.342990801353847452e+01,3.663868974437186135e-03
1.959672309359372662e+02,2.297486969356190656e+01,1.326642070902743953e+01,1.471361484609694757e-02
1.961364058585474766e+02,2.301726451334090839e+01,1.310264392893917496e+01,2.544226717634599094e-02
1.963061222308723472e+02,2.306049965072668329e+01,1.293852698913604904e+01,3.573659870240680075e-02
1.964765378298862117e+02,2.310492145055935964e+01,1.277400288729417355e+01,4.588452667359643050e-02
1.966477992850748251e+02,2.315084082269285304e+01,1.260901228969483689e+01,5.560381036146189865e-02
1.968200702227497061e+02,2.319864152568778337e+01,1.244350588872926089e+01,6.475838512797878199e-02
1.969935227436303933e+02,2.324859667841790412e+01,1.227740272886896911e+01,7.341070176952678439e-02
1.971683292336657303e+02,2.330111939296517676e+01,1.211067338707497676e+01,8.140109085267936695e-02
1.973446782187000110e+02,2.335645686251957898e+01,1.194323166889835264e+01,8.597389946368844127e-02
1.975227741283328839e+02,2.341504548323943524e+01,1.177504865385192545e+01,7.220133974644767083e-02
1.977026496244941711e+02,2.347673372131036373e+01,1.160608192516555626e+01,2.885852213279785708e-02
1.978834710633618101e+02,2.353979678979652590e+01,1.143661380973590447e+01,-3.214599361209814765e-02
1.980641086679589478e+02,2.360174926095538339e+01,1.126693223880995198e+01,-9.790226595467242665e-02
1.982434904838456760e+02,2.366036055474477351e+01,1.109739595328042050e+01,-1.682904014205943988e-01
1.984206511166923974e+02,2.371312366687664053e+01,1.092827486107482926e+01,-2.465848298255305659e-01
1.985948200876128169e+02,2.375782901367320221e+01,1.075994107837130542e+01,-3.356615470302835025e-01
1.987655414131054670e+02,2.379195172692558558e+01,1.059266462629790517e+01,-4.308213340831629767e-01
1.989327775467804997e+02,2.381330643958817461e+01,1.042679750884038015e+01,-5.035722278424435983e-01
1.990970927033661155e+02,2.382003568969359009e+01,1.026262020262305441e+01,-5.259720034957675594e-01
1.992595436804514577e+02,2.381276497199751674e+01,1.010033201260244695e+01,-5.132620946747864510e-01
1.994210735049227594e+02,2.379207397460351459e+01,9.940132865224670766e+00,-4.891030544520729717e-01
1.995824470069666177e+02,2.375896404434021747e+01,9.782192561059261493e+00,-4.593548025376708588e-01
1.997442736233949176e+02,2.371400737522095170e+01,9.626735970056058633e+00,-4.267449994834940363e-01
1.999069753177551547e+02,2.365823361231379707e+01,9.473892492213973782e+00,-3.934707129819626781e-01
2.000708435281977984e+02,2.359217388195033038e+01,9.323929488716514058e+00,-3.606722330526360709e-01
2.002359906135559129e+02,2.351688554838626288e+01,9.176942323863851669e+00,-3.298506219167054998e-01
2.004024409601616128e+02,2.343290106352990065e+01,9.033233158573089838e+00,-3.014465418818713660e-01
2.005700850837137352e+02,2.334125962935725340e+01,8.892853673945374737e+00,-2.757322114756143860e-01
2.007387256052884652e+02,2.324250994496681599e+01,8.756149155549737273e+00,-2.530207985045844210e-01
2.009080800802362035e+02,2.313769182818919035e+01,8.623129981818983936e+00,-2.333011503462338321e-01
2.010777976060702201e+02,2.302733582944966173e+01,8.494189716124289191e+00,-2.164851886928404745e-01
2.012474947007098365e+02,2.291246663635685366e+01,8.369281059869663864e+00,-2.024967199974957444e-01
2.014171210159569227e+02,2.279331293141920867e+01,8.248552101355409505e+00,-1.895828078111508608e-01
2.015868365778582358e+02,2.267038926844396940e+01,8.131534388883203235e+00,-1.766048440737687797e-01
2.017567616463496165e+02,2.254374521640646734e+01,8.018239141916158275e+00,-1.633645558036801171e-01
2.019270138127424161e+02,2.241386102437870420e+01,7.908166907348427088e+00,-1.499599199381476400e-01
2.020976430432929192e+02,2.228080625114180080e+01,7.801345740732742229e+00,-1.366817474480401251e-01
2.022687089202159711e+02,2.214505374144019356e+01,7.697255441678642285e+00,-1.235584692630755793e-01
2.024402082678538193e+02,2.200667261580149514e+01,7.595950504448624407e+00,-1.105531885523267782e-01
2.026121453394476077e+02,2.186614121340802441e+01,7.496888495940940089e+00,-9.792575694268275399e-02
2.027844747059696431e+02,2.172353302631272243e+01,7.400139772232160240e+00,-8.551484992151381359e-02
2.029571679564109274e+02,2.157930851841266673e+01,7.305154246656105244e+00,-7.329539806504337118e-02
2.031301515403625331e+02,2.143355049128892276e+01,7.211998904105401564e+00,-6.137804398161302716e-02
2.033033465958449142e+02,2.128672831828769318e+01,7.120130646482073722e+00,-4.962588493321035826e-02
2.034766742526154530e+02,2.113891204880081176e+01,7.029616409609930727e+00,-3.806717622952623947e-02
2.036500238328559078e+02,2.099058048470582349e+01,6.939906744229431546e+00,-2.769147659366034964e-02
2.038233051106165306e+02,2.084179671813459578e+01,6.851082242951742174e+00,-2.123239539364928444e-02
2.039964451637514458e+02,2.069293504166497044e+01,6.762664601735655090e+00,-1.971724887408204605e-02
2.041694301497337278e+02,2.054381116589943446e+01,6.674995479167020740e+00,-2.044440097108086302e-02
2.043422757800133809e+02,2.039459654165546709e+01,6.587756681499347344e+00,-2.134075075755363995e-02
2.045149674663055066e+02,2.024509625576648730e+01,6.501315470069085833e+00,-2.216144040893769721e-02
2.046875214966253509e+02,2.009548317219145730e+01,6.415345599749325167e+00,-2.295333609747772854e-02
2.048599202879976247e+02,1.994556885109502531e+01,6.330216053780758578e+00,-2.381343262012783693e-02
2.050321816020959318e+02,1.979552377311625833e+01,6.245596700738897056e+00,-2.466265094540406183e-02
2.052042972392905256e+02,1.964514972645174140e+01,6.161862366940633606e+00,-2.554131047609497357e-02
2.053762731558745713e+02,1.949463070400270581e+01,6.078677393742882629e+00,-2.654841622049936012e-02
2.055481142552983442e+02,1.934375362334272097e+01,5.996424916681726280e+00,-2.735958933887856770e-02
2.057198236813210031e+02,1.919270215272083391e+01,5.914769664505280744e+00,-2.816650906731737666e-02
2.058913918969732038e+02,1.904129114318875793e+01,5.834082869956490391e+00,-2.908136095061988891e-02
2.060628446727864400e+02,1.888967084103689942e+01,5.754037018662078395e+00,-2.983867508886585418e-02
2.062341636122497732e+02,1.873767255188643688e+01,5.675000956550092290e+00,-3.070267700502852734e-02
2.064053689125457822e+02,1.858545271942008625e+01,5.596640395976787197e+00,-3.178122217014796996e-02
2.065764618802562325e+02,1.843281965985474358e+01,5.519336109370618360e+00,-3.266389589043970643e-02
2.067474412961637995e+02,1.827994403535086576e+01,5.442765853418066513e+00,-3.340181279060604191e-02
2.069183125976670397e+02,1.812664746563370599e+01,5.367286297309370902e+00,-3.422144702030802815e-02
2.070890910704183341e+02,1.797307802326358583e+01,5.292575433806171681e+00,-3.517472785687799502e-02
2.072597736159575845e+02,1.781906969345864766e+01,5.218995778313291645e+00,-3.608465524585828532e-02
2.074303732349131906e+02,1.766476253620133363e+01,5.146239120838089320e+00,-3.689162730503405679e-02
2.076008938658322052e+02,1.750999799807361512e+01,5.074648455894012145e+00,-3.778973431903767666e-02
2.077713463360918809e+02,1.735491095342823797e+01,5.003923260943494711e+00,-3.870949458942882920e-02
2.079417326091093798e+02,1.719934881849038177e+01,4.934411361196985979e+00,-3.947303592123672239e-02
2.081120609168185069e+02,1.704344520729915402e+01,4.865812553447955935e+00,-4.029657651183136957e-02
2.082823500248278776e+02,1.688704484130360939e+01,4.798453026853048975e+00,-4.125881946483511004e-02
2.084526062434029541e+02,1.673026907216131320e+01,4.732056203334676248e+00,-4.205764863940013309e-02
2.086228336301852835e+02,1.657298509378874130e+01,4.666947729554057567e+00,-4.279950503904311754e-02
2.087930514273587903e+02,1.641530256029004065e+01,4.602835974750177250e+00,-4.379543261715939523e-02
2.089632620983527147e+02,1.625709398072199008e+01,4.540052872953121543e+00,-4.459150215155265051e-02
2.091334806138438864e+02,1.609845970827958794e+01,4.478331639793973196e+00,-4.495618304039942364e-02
2.093037209538702825e+02,1.593928482636968802e+01,4.417956724959445580e+00,-4.474400693366128307e-02
2.094739906562578255e+02,1.577967284523449187e+01,4.358662652496481549e+00,-4.349809569794974018e-02
2.096442943579064320e+02,1.561954469719928262e+01,4.300677076686334033e+00,-4.182493638164029581e-02
2.098146536369570470e+02,1.545900401038655403e+01,4.243677323736505080e+00,-4.028412057563452581e-02
2.099850662870428835e+02,1.529797838983373026e+01,4.187899005055711221e+00,-3.856719247280904900e-02
2.101555361641957234e+02,1.513657905774722501e+01,4.133033399996273616e+00,-3.687045795278266758e-02
2.103260639025180296e+02,1.497474289203939612e+01,4.079286167450671741e+00,-3.529113180176257636e-02
2.104966626318443161e+02,1.481255662483235547e+01,4.026375476875062809e+00,-3.361391037564633033e-02
2.106673334211655231e+02,1.464996420706397906e+01,3.974488831080987161e+00,-3.198631092786567709e-02
2.108380721350361569e+02,1.448706194294324590e+01,3.923356055305244450e+00,-3.033757291513341364e-02
2.110088761121779157e+02,1.432379929735606261e+01,3.873163355006133290e+00,-2.866540138604659754e-02
2.111797595340810290e+02,1.416025131552204286e+01,3.823633550652183910e+00,-2.717568188768482162e-02
2.113507141748149536e+02,1.399637441732617660e+01,3.774952430839970230e+00,-2.548302002919804882e-02
2.115217352749170630e+02,1.383225168786177584e+01,3.726869727574730895e+00,-2.371183620774199030e-02
2.116928301745421379e+02,1.366783890620702380e+01,3.679521001020949367e+00,-2.227548021837882572e-02
2.118639937812026801e+02,1.350320589619656531e+01,3.632692032850133756e+00,-2.069410838794317684e-02
2.120352147669950398e+02,1.333832668701933422e+01,3.586524161372277142e+00,-1.891240757081691370e-02
2.122065016288708250e+02,1.317326073474781545e+01,3.540781178829004006e+00,-1.734661275490714458e-02
2.123778400791083527e+02,1.300798668437900574e+01,3.495599846351013618e+00,-1.584943016673682342e-02
2.125492340042787305e+02,1.284255839038808666e+01,3.450773992956294833e+00,-1.419935745200049358e-02
2.127206770273473353e+02,1.267695313376403199e+01,3.406416252511336396e+00,-1.259747655864207685e-02
2.128921605282069720e+02,1.251123411997327750e+01,3.362327710515722323e+00,-1.101356013107453180e-02
2.130636892980499226e+02,1.234536778955764014e+01,3.318618680347077632e+00,-9.370024941786413847e-03
2.132352491142976305e+02,1.217942127417633813e+01,3.275092543558383085e+00,-7.880250164563704779e-03
2.134068287928444363e+02,1.201337870611862613e+01,3.231855387280171854e+00,-6.334163163773994659e-03
2.135784392945232639e+02,1.184727539444515187e+01,3.188729361059790879e+00,-4.693824548820058930e-03
2.137500589836317033e+02,1.168111391830593782e+01,3.145791248188920974e+00,-3.125621751665043878e-03
2.139216899390773960e+02,1.151493224118973302e+01,3.102886294418471635e+00,-1.532153887486229979e-03
2.140933257877558162e+02,1.134872148947621540e+01,3.060074490364149025e+00,-8.081230080253058712e-05
2.142649530327330183e+02,1.118253193073798890e+01,3.017214931513715115e+00,9.741660375016706567e-04
2.144365754208590999e+02,1.101634329758481634e+01,2.974371235165533811e+00,1.478341417738746793e-03
2.146081947185227250e+02,1.085018102315258126e+01,2.931437776347755264e+00,1.528906481360511145e-03
2.147797972335592078e+02,1.068403557312999297e+01,2.888506289026198548e+00,1.454919414836819674e-03
2.149513949073918297e+02,1.051791534516740967e+01,2.845496621201139220e+00,1.487967675695216771e-03
2.151229826750962388e+02,1.035180597463106267e+01,2.802484540970068050e+00,1.425720909275865434e-03
2.152945673937364575e+02,1.018572041280044793e+01,2.759392757272352004e+00,1.364488099330045346e-03
2.154661386755741432e+02,1.001964700129548902e+01,2.716307646821895627e+00,1.443723891426262505e-03
2.156377087109238460e+02,9.853596002119482833e+00,2.673141193382325920e+00,1.397644933410239045e-03
2.158092584742880433e+02,9.687565798539756301e+00,2.629975317860298034e+00,1.361864605767986944e-03
2.159808120818662189e+02,9.521549712328022608e+00,2.586739922730574293e+00,1.373868235701225342e-03
2.161523540649339736e+02,9.355548397960387064e+00,2.543493933517277039e+00,1.331203802885472069e-03
2.163238844333583017e+02,9.189574201703740286e+00,2.500189967547139513e+00,1.288636350242052930e-03
2.164954100416593690e+02,9.023608858039109393e+00,2.456870930100176320e+00,1.292148756980849439e-03
2.166669308993839138e+02,8.857662028589359693e+00,2.413499805718353208e+00,1.334695773548624570e-03
2.168384401693166410e+02,8.691732757376962937e+00,2.370107333700921526e+00,1.312199922299973377e-03
2.170099447048092713e+02,8.525821176795279399e+00,2.326665957992652078e+00,1.285521517488139118e-03
2.171814445147400647e+02,8.359920683494806326e+00,2.283200901579946596e+00,1.254089379904275254e-03
2.173529327621625669e+02,8.194043552072521663e+00,2.239692324550187852e+00,1.191359686928592908e-03
2.175244145040368835e+02,8.028179253493920697e+00,2.196160471232456057e+00,1.221780472478826030e-03
2.176958915457401531e+02,7.862329805114864456e+00,2.152590569882269378e+00,1.237979088975035835e-03
2.178673638923088447e+02,7.696494249676478994e+00,2.108986278921259228e+00,1.134770067923210031e-03
2.180388297520069614e+02,7.530672967851636201e+00,2.065353223378717740e+00,1.169721776932884216e-03
2.182102822921683867e+02,7.364873162955413832e+00,2.021690902961933212e+00,1.230848777208090302e-03
2.183817388046775250e+02,7.199079341675817645e+00,1.977990279313047051e+00,1.138421005611521368e-03
2.185531802036748843e+02,7.033308761751255744e+00,1.934260791302694793e+00,1.103310918653924990e-03
2.187246169475453712e+02,6.867549730008340347e+00,1.890505785365446556e+00,1.105102152900208721e-03
2.188960540758339732e+02,6.701800701706064345e+00,1.846711395625560082e+00,1.121397457653857625e-03
2.190674779157966725e+02,6.536069895399240437e+00,1.802900064346458997e+00,1.088231986375746540e-03
2.192389039600784315e+02,6.370349518923053900e+00,1.759040681328897238e+00,1.054801254296490725e-03
2.194103149169622782e+02,6.204645938268092742e+00,1.715176806694340916e+00,1.083051453062584433e-03
2.195817280923366184e+02,6.038954956524198892e+00,1.671256705821780431e+00,9.729012479117037267e-04
2.197531330265739200e+02,5.873272835715322771e+00,1.627335340574692424e+00,9.950141416244331124e-04
2.199245315418754103e+02,5.707609681531311985e+00,1.583367506953236692e+00,1.105998386936801791e-03
2.200959254555998541e+02,5.541954535861876252e+00,1.539387439024451742e+00,1.004554415353657668e-03
2.202673179784837600e+02,5.376314194387433965e+00,1.495357061138998356e+00,9.251081283041565854e-04
2.204386954423431746e+02,5.210688229485049838e+00,1.451331217943925278e+00,9.262886739379357776e-04
2.206100819995737652e+02,5.045068294667168551e+00,1.407247329840936700e+00,9.182691680470264758e-04
2.207814535032879064e+02,4.879461422137748805e+00,1.363172892167087813e+00,1.032741005588718505e-03
2.209528236348747328e+02,4.713871776280575965e+00,1.319039104826980724e+00,9.691770175836917668e-04
2.211241892008772822e+02,4.548287448898552299e+00,1.274903090770217018e+00,7.504117799308246579e-04
2.212955515755592728e+02,4.382717806059957866e+00,1.230724398768880512e+00,8.552144637125349245e-04
2.214669075766318542e+02,4.217152924859896679e+00,1.186552584036050240e+00,9.928724114510172494e-04
2.216382622173525760e+02,4.051606451714778068e+00,1.142317099120180979e+00,8.416183367281666492e-04
2.218096104893008942e+02,3.886063422011295287e+00,1.098093399407603421e+00,7.289276424953455369e-04
2.219809555802473255e+02,3.720537300673367298e+00,1.053818763934639025e+00,8.611904663321058107e-04
2.221522943152203879e+02,3.555014465214251018e+00,1.009556443121792046e+00,8.953966129794652725e-04
2.223236317018514114e+02,3.389510939317278204e+00,9.652271867190390653e-01,7.700355239070818571e-04
2.224949609085829820e+02,3.224009336580992535e+00,9.209223724096825547e-01,7.351184030795496552e-04
2.226662956081591176e+02,3.058519764181971468e+00,8.765514280199639963e-01,7.938798592176317696e-04
2.228376221359398244e+02,2.893031728389259705e+00,8.322063140742229637e-01,7.488764940562390527e-04
2.230089404933353592e+02,2.727571097994597960e+00,7.877905581973928539e-01,6.513501703080392400e-04
2.231802625173109220e+02,2.562097030054955482e+00,7.434107346444362996e-01,7.171855485934155528e-04
2.233515763789879429e+02,2.396650941891965925e+00,6.989581631298396047e-01,7.641753935981468807e-04
2.235228889123898455e+02,2.231197668991757421e+00,6.545374631445407543e-01,6.962144617041128884e-04
2.236942001205739246e+02,2.065765783595078009e+00,6.100422797694045052e-01,6.025572448753477393e-04
2.238655081682025241e+02,1.900326412472384430e+00,5.655871151104885364e-01,6.071683899752467004e-04
2.240368130595456932e+02,1.734909420152255688e+00,5.210608930625659774e-01,7.033408879571019425e-04
2.242081166341884852e+02,1.569484085751538638e+00,4.765707433234454005e-01,6.913526770217161450e-04
2.243794120615696670e+02,1.404087967952222682e+00,4.320034048498467283e-01,5.848475693481145453e-04
2.245507111669995197e+02,1.238676307125999854e+00,3.874796360989724020e-01,5.341567339044477796e-04
2.247220071224549827e+02,1.073288171002001246e+00,3.428806587023164321e-01,5.229558550294437008e-04
2.248932999279840317e+02,9.078904111459019655e-01,2.983294941766547748e-01,5.930234148815817031e-04
2.250645895866562682e+02,7.425165091802429229e-01,2.537019273966070187e-01,5.839811566116213676e-04
2.252358779396196269e+02,5.771330112268461265e-01,2.091149509841700449e-01,4.844400176820692319e-04
2.254071613049300709e+02,4.117730681910539148e-01,1.644598228210124025e-01,5.156776949298963724e-04
2.255784502014958264e+02,2.463959729159649337e-01,1.198470169790974427e-01,5.060718098712700631e-04
2.257497272811214941e+02,8.105094288850804574e-02,7.516078811252867309e-02,4.572113652855336026e-04
2.259210080500659785e+02,-8.431166878605857173e-02,3.052550531538688119e-02,4.727723690778452099e-04
2.260922856799111571e+02,-2.496498766597307628e-01,-1.418806647780688698e-02,4.307577628753500587e-04
2.262635670001635617e+02,-4.150059035754829484e-01,-5.884985137318390208e-02,4.597075629607524591e-04
2.264348433375945717e+02,-5.803367937449328551e-01,-1.035855252761948286e-01,4.642815768659658933e-04
