x_m,y_m
-4.391909443507380217e+01,3.785752318571461217e+01
-4.408606196925349252e+01,3.782204461882008673e+01
-4.425243518702693279e+01,3.778109338835133713e+01
-4.441806550929255337e+01,3.773465534391773701e+01
-4.458274068019099445e+01,3.768287198942554994e+01
-4.474624490626521123e+01,3.762589190397633843e+01
-4.490836593165583679e+01,3.756386366667165078e+01
-4.506888796290583343e+01,3.749693585661304951e+01
-4.522760581935114743e+01,3.742525705290211135e+01
-4.538429663233942790e+01,3.734896875944508565e+01
-4.553875168360896453e+01,3.726822663053883389e+01
-4.569075871730036909e+01,3.718317217008961961e+01
-4.584010193995661808e+01,3.709395749479665483e+01
-4.598656555812068092e+01,3.700072410856617466e+01
-4.612994439112848966e+01,3.690362766569508324e+01
-4.627002264552302080e+01,3.680280613249196620e+01
-4.640669065577692720e+01,3.669837271208180596e+01
-4.653989889552302373e+01,3.659040523161304748e+01
-4.666960137599177472e+01,3.647898859342946309e+01
-4.679575564601130822e+01,3.636419708708180565e+01
-4.691831571681208857e+01,3.624611561491383327e+01
-4.703723206202693063e+01,3.612482554167165461e+01
-4.715246223048396246e+01,3.600040115690602249e+01
-4.726396023341364838e+01,3.587293090055837297e+01
-4.737168361964411645e+01,3.574248906217945887e+01
-4.747558286280818152e+01,3.560915700651540305e+01
-4.757561551173396452e+01,3.547301609831227154e+01
-4.767173557765192982e+01,3.533414416471852348e+01
-4.776389353419489936e+01,3.519262964567555230e+01
-4.785205046778865068e+01,3.504854329313648975e+01
-4.793616038966364812e+01,3.490197000944507977e+01
-4.801617377345271365e+01,3.475299115934743099e+01
-4.809204463038630450e+01,3.460168810758962366e+01
-4.816373404689021243e+01,3.444813514372242480e+01
-4.823119249659724517e+01,3.429241717008962098e+01
-4.829437045314021049e+01,3.413461555143727821e+01
-4.835323254054255671e+01,3.397480457731617776e+01
-4.840772569483942789e+01,3.381307268766774143e+01
-4.845780392726130259e+01,3.364949770964039999e+01
-4.850342832423395834e+01,3.348415747038258417e+01
-4.854454935939020999e+01,3.331713333464040261e+01
-4.858111750636286530e+01,3.314851374235524872e+01
-4.861306201319880671e+01,3.297848264860523670e+01
-4.864028736476130632e+01,3.280726999723805193e+01
-4.866270158351130704e+01,3.263509511930836027e+01
-4.868021976710505783e+01,3.246219857145680976e+01
-4.869274993800349449e+01,3.228880675993336524e+01
-4.870020011866755283e+01,3.211514255339039892e+01
-4.870247479396052626e+01,3.194144650846853040e+01
-4.869949259913630613e+01,3.176793795622242556e+01
-4.869115448146052216e+01,3.159485037809743346e+01
-4.867737200099177386e+01,3.142241725553883214e+01
-4.865806025538630308e+01,3.125086145719899378e+01
-4.863312019190973956e+01,3.108041292692556112e+01
-4.860246337062068278e+01,3.091130868376149010e+01
-4.856600488917536751e+01,3.074376805876148921e+01
-4.852369168360895912e+01,3.057799977018727589e+01
-4.847583506251520902e+01,3.041397197965993371e+01
-4.842289845118708769e+01,3.025156087126148918e+01
-4.836535588771052119e+01,3.009063555387868405e+01
-4.830367079737849423e+01,2.993106513639821742e+01
-4.823831721827693286e+01,2.977272580290211579e+01
-4.816975503810115100e+01,2.961548666227712090e+01
-4.809846183253474550e+01,2.945921682340993186e+01
-4.802489748927302315e+01,2.930378893278492569e+01
-4.794953958399958793e+01,2.914907563688649361e+01
-4.787284800440973953e+01,2.899494250700368525e+01
-4.779529678858943242e+01,2.884126926481617659e+01
-4.771734582423395921e+01,2.868792148161305988e+01
-4.763924628077693058e+01,2.853482840544117494e+01
-4.756101584620661527e+01,2.838198296110523700e+01
-4.748264390773005772e+01,2.822937453581226919e+01
-4.740413046534724373e+01,2.807699959196462203e+01
-4.732547551905818040e+01,2.792485105436695392e+01
-4.724667553126521113e+01,2.777292538542164380e+01
-4.716772696437067935e+01,2.762121550993336427e+01
-4.708862274317927188e+01,2.746971789030445876e+01
-4.700936640528865240e+01,2.731841837614430801e+01
-4.692995441310115012e+01,2.716732050505055440e+01
-4.685037969142145897e+01,2.701641012663258579e+01
-4.677064577784724264e+01,2.686568724089039506e+01
-4.669074205958552426e+01,2.671514477262868326e+01
-4.661067207423396042e+01,2.656477210905445929e+01
-4.653042874659724504e+01,2.641456925016774449e+01
-4.645001561427302761e+01,2.626452558317555486e+01
-4.636942206446833836e+01,2.611464110807789751e+01
-4.628865163478083389e+01,2.596490167448414610e+01
-4.620769725001521522e+01,2.581530728239430772e+01
-4.612655891017146104e+01,2.566585085661305499e+01
-4.604522954005427238e+01,2.551652532194508893e+01
-4.596371267726130583e+01,2.536732360319508928e+01
-4.588200478419489770e+01,2.521824216276539943e+01
-4.580009524806208532e+01,2.506927392546071331e+01
-4.571799114405818187e+01,2.492041181608571065e+01
-4.563568539698786708e+01,2.477164875944508537e+01
-4.555317093165583486e+01,2.462298475553883748e+01
-4.547045482325739840e+01,2.447440919157399009e+01
-4.538752645899958793e+01,2.432591499235524424e+01
-4.530438230128473975e+01,2.417749862028492913e+01
-4.522102588771052467e+01,2.402915300016774580e+01
-4.513745014308161529e+01,2.388087459440602345e+01
-4.505365506739802584e+01,2.373265279020680651e+01
-4.496963358546442890e+01,2.358448404997243131e+01
-4.488538923487849530e+01,2.343636483610524124e+01
-4.480091140284724105e+01,2.328828453581227365e+01
-4.471620362696833695e+01,2.314023607389820825e+01
-4.463125883204646271e+01,2.299222298796070874e+01
-4.454608055567927494e+01,2.284422759001149217e+01
-4.446065818507380385e+01,2.269624988005055144e+01
-4.437499525782771315e+01,2.254828632048024417e+01
-4.428908469874568254e+01,2.240032629850758639e+01
-4.420292297023005545e+01,2.225236273893727201e+01
-4.411651360987849557e+01,2.210439210417165157e+01
-4.402984954249568261e+01,2.195641085661305425e+01
-4.394292723048395999e+01,2.180840838346852451e+01
-4.385574313624567822e+01,2.166038468473805523e+01
-4.376830079737849388e+01,2.151232561003102717e+01
-4.368058960108943012e+01,2.136423115934743322e+01
-4.359260954737849403e+01,2.121609071989430362e+01
-4.350436063624567851e+01,2.106790075407399598e+01
-4.341583933009333407e+01,2.091966126188648900e+01
-4.332703855372614754e+01,2.077135809294117763e+01
-4.323796184474177551e+01,2.062298417204274159e+01
-4.314859859034724110e+01,2.047453949919118088e+01
-4.305895586573786460e+01,2.032601699919118232e+01
-4.296901952052302676e+01,2.017740959684743274e+01
-4.287879662989802654e+01,2.002870314176930577e+01
-4.278828011866755787e+01,1.987990470915211461e+01
-4.269746644923396417e+01,1.973100722380055316e+01
-4.260629902003474001e+01,1.958208851286305219e+01
-4.251466109034724639e+01,1.943333253141774009e+01
-4.242242530665583899e+01,1.928493738493336451e+01
-4.232946785304255854e+01,1.913709410368336705e+01
-4.223566845118708812e+01,1.899000079313649536e+01
-4.214089974757380475e+01,1.884384140837087074e+01
-4.204503792628474201e+01,1.869881405485524084e+01
-4.194795917140193353e+01,1.855511683805836753e+01
-4.184953966700739869e+01,1.841293371305836502e+01
-4.174965205958552161e+01,1.827246986051930833e+01
-4.164817960841364908e+01,1.813390216032399138e+01
-4.154499495997615099e+01,1.799744286833180240e+01
-4.143997076075739727e+01,1.786326886442555661e+01
-4.133298673243708521e+01,1.773158532926930775e+01
-4.122391905909724130e+01,1.760257621794117711e+01
-4.111264038722224257e+01,1.747644671110523973e+01
-4.099903043849177209e+01,1.735337368864430374e+01
-4.088296539698787058e+01,1.723356940641774315e+01
-4.076431437159724425e+01,1.711721074430836609e+01
-4.064296062159723988e+01,1.700449580778492731e+01
-4.051878033106989818e+01,1.689562270231618157e+01
-4.039164614649958907e+01,1.679078245817555626e+01
-4.026143071437068244e+01,1.669016610563649294e+01
-4.012801729396052508e+01,1.659397175016773929e+01
-3.999127853175349401e+01,1.650239042204274398e+01
-3.985109061183161572e+01,1.641560607633962121e+01
-3.970732971827693092e+01,1.633383096891774500e+01
-3.955993924952693419e+01,1.625719245329274543e+01
-3.940908901026912048e+01,1.618569052946461539e+01
-3.925499479396052749e+01,1.611926859587087080e+01
-3.909786885646052212e+01,1.605789127653493154e+01
-3.893793052882380579e+01,1.600150904508961958e+01
-3.877539560450740197e+01,1.595007237516774268e+01
-3.861047633937067758e+01,1.590354589079274206e+01
-3.844339206446833401e+01,1.586187299040211940e+01
-3.827435503565974528e+01,1.582501122282399564e+01
-3.810358104640192778e+01,1.579291813688649171e+01
-3.793128942774959000e+01,1.576555128141774276e+01
-3.775769243556208465e+01,1.574285405485524336e+01
-3.758300586329646364e+01,1.572479108122242764e+01
-3.740744904200739995e+01,1.571130575895680437e+01
-3.723123068995661811e+01,1.570236271208180767e+01
-3.705457367579646188e+01,1.569791948942555848e+01
-3.687768671778864871e+01,1.569791948942555848e+01
-3.670079268458552235e+01,1.570232026090992861e+01
-3.652410029444880735e+01,1.571107935270680400e+01
-3.634782887843318377e+01,1.572414723844899243e+01
-3.617219422999568224e+01,1.574148146696461481e+01
-3.599741214259334043e+01,1.576303958708180630e+01
-3.582369487208552528e+01,1.578877207243336755e+01
-3.565126174952693106e+01,1.581862939665212053e+01
-3.548032503077693178e+01,1.585256910856617907e+01
-3.531110404689021465e+01,1.589054875700367830e+01
-3.514381105372614655e+01,1.593252589079273918e+01
-3.497860524317927400e+01,1.597851466032399514e+01
-3.481557859278864697e+01,1.602862826872242863e+01
-3.465483369288630655e+01,1.608295161833180487e+01
-3.449645544581599665e+01,1.614161206266773974e+01
-3.434053936671443097e+01,1.620468742887867819e+01
-3.418718450831599398e+01,1.627230507048024322e+01
-3.403647223536677302e+01,1.634455696501149191e+01
-3.388850513819880916e+01,1.642154216520680166e+01
-3.374337519435115240e+01,1.650337387419118329e+01
-3.360117438136286694e+01,1.659015114469899288e+01
-3.346199113917536749e+01,1.668198010465992809e+01
-3.332592805812068093e+01,1.677896688200367947e+01
-3.319306296534724510e+01,1.688119637907399095e+01
-3.306336402247615069e+01,1.698853416715993347e+01
-3.293663312403865007e+01,1.710059111051930358e+01
-3.281267570216365215e+01,1.721694269743336747e+01
-3.269130072657771535e+01,1.733717149137868319e+01
-3.257230301661677174e+01,1.746087420622242803e+01
-3.245548800440974446e+01,1.758763340544118137e+01
-3.234066112208552823e+01,1.771703872770680732e+01
-3.222762780177302488e+01,1.784866566130055787e+01
-3.211618286280818069e+01,1.798211092008961742e+01
-3.200613881251521065e+01,1.811696414274586431e+01
-3.189729400782771052e+01,1.825280081755055761e+01
-3.178945034327693264e+01,1.838921058317555435e+01
-3.168241325099177175e+01,1.852578307829273996e+01
-3.157598462550349439e+01,1.866210794157399278e+01
-3.146996989894099528e+01,1.879777481169117692e+01
-3.136420987940974214e+01,1.893261388395680456e+01
-3.125857013819880592e+01,1.906661100798024222e+01
-3.115290917140193017e+01,1.919976618376148991e+01
-3.104709962550349189e+01,1.933207941130055474e+01
-3.094100353419489835e+01,1.946353654020680324e+01
-3.083448646876521337e+01,1.959415172087086887e+01
-3.072741753810115029e+01,1.972391787809743136e+01
-3.061965523829645974e+01,1.985282086149586434e+01
-3.051107575343318246e+01,1.998087482145680838e+01
-3.040153404200739828e+01,2.010806560758961581e+01
-3.029090275050349135e+01,2.023440029508961402e+01
-3.017904391261286889e+01,2.035987180876148983e+01
-3.006582309962458766e+01,2.048447307340993007e+01
-2.995110942042536806e+01,2.060821116423024080e+01
-2.983476490870661735e+01,2.073107900602711595e+01
-2.971665513575739936e+01,2.085306952360524235e+01
-2.959664921046443453e+01,2.097419686735523925e+01
-2.947463746730036860e+01,2.109441858610524179e+01
-2.935064466944880479e+01,2.121366039030446160e+01
-2.922473095606989801e+01,2.133179492643727571e+01
-2.909695646632380317e+01,2.144870899137868037e+01
-2.896738133937068227e+01,2.156428584440602236e+01
-2.883606571437068311e+01,2.167840874479664848e+01
-2.870306973048396060e+01,2.179096448942555497e+01
-2.856844998927302726e+01,2.190183279997243204e+01
-2.843227016749568037e+01,2.201090047331227595e+01
-2.829459040431208905e+01,2.211805430632008296e+01
-2.815547083888240110e+01,2.222317048307790088e+01
-2.801496807276912193e+01,2.232613933805836837e+01
-2.787314578273005594e+01,2.242684059294118271e+01
-2.773006410792537224e+01,2.252515750700367647e+01
-2.758577964991755493e+01,2.262098041471852383e+01
-2.744034193507380337e+01,2.271422795133961614e+01
-2.729378987696834002e+01,2.280493195524586980e+01
-2.714614116358943363e+01,2.289312426481617990e+01
-2.699742409571833690e+01,2.297884025602711944e+01
-2.684767051173395913e+01,2.306212238005055326e+01
-2.669690871241755303e+01,2.314300601286305437e+01
-2.654515638575740155e+01,2.322152299284352495e+01
-2.639245244532771295e+01,2.329771930876149355e+01
-2.623881104151912069e+01,2.337162326139821289e+01
-2.608427462550349674e+01,2.344327730192555492e+01
-2.592886088526911692e+01,2.351271680632008554e+01
-2.577259104640192788e+01,2.357997715055837062e+01
-2.561550756007380869e+01,2.364509724821461845e+01
-2.545762457667537149e+01,2.370811601286305148e+01
-2.529897747218318216e+01,2.376906528288258613e+01
-2.513958747218318024e+01,2.382798750944508726e+01
-2.497948995265193162e+01,2.388491453092946415e+01
-2.481869906398005554e+01,2.393988526090993219e+01
-2.465725725733943108e+01,2.399293861296071384e+01
-2.449517868312068458e+01,2.404410996305836790e+01
-2.433249871730036773e+01,2.409343468717946024e+01
-2.416923858546443427e+01,2.414095523649586994e+01
-2.400543366358942876e+01,2.418669991178883549e+01
-2.384109810206599178e+01,2.423071470182789966e+01
-2.367627435206599529e+01,2.427303144499196463e+01
-2.351097656398005853e+01,2.431368905485524579e+01
-2.334524011378474739e+01,2.435271936979664531e+01
-2.317909330226130749e+01,2.439016837858571307e+01
-2.301255027980037227e+01,2.442606791960133705e+01
-2.284565349757380659e+01,2.446045336882008314e+01
-2.267842418116755709e+01,2.449336363981618092e+01
-2.251089063136286939e+01,2.452483764616383866e+01
-2.234307407374568299e+01,2.455491076383961513e+01
-2.217500280909724353e+01,2.458361836882008333e+01
-2.200669806300349052e+01,2.461099583708180205e+01
-2.183815983546443107e+01,2.463708561979665035e+01
-2.166940227687068443e+01,2.466192309294117990e+01
-2.150043246241755668e+01,2.468554363249196371e+01
-2.133125746730036809e+01,2.470798261442555344e+01
-2.116188436671443185e+01,2.472927895231617867e+01
-2.099232023585505402e+01,2.474946802214039820e+01
-2.082257922511287518e+01,2.476858519987477081e+01
-2.065266133448787400e+01,2.478667293669118266e+01
-2.048258778956599713e+01,2.480376307096852173e+01
-2.031235151515193138e+01,2.481989451628102472e+01
-2.014197373683161629e+01,2.483510264860524330e+01
-1.997146152980036504e+01,2.484942638151539995e+01
-1.980081489405817763e+01,2.486290109098805345e+01
-1.963004797999568041e+01,2.487556215299977680e+01
-1.945916786280818656e+01,2.488744848112477115e+01
-1.928818161769099504e+01,2.489859545133961660e+01
-1.911709631983943325e+01,2.490904197721852142e+01
-1.894593319483942651e+01,2.491882343473805150e+01
-1.877468516749567584e+01,2.492797519987477273e+01
-1.860335931300349444e+01,2.493653972380055706e+01
-1.843198393214412079e+01,2.494454530729665009e+01
-1.826054487452692854e+01,2.495203440153493091e+01
-1.808906336573787144e+01,2.495904592008961487e+01
-1.791753940577693527e+01,2.496560816374196179e+01
-1.774599422023005957e+01,2.497176712126149312e+01
-1.757442780909724434e+01,2.497755463102711815e+01
-1.740284017237848957e+01,2.498300606901539567e+01
-1.723125961085506219e+01,2.498816034880055525e+01
-1.705967904933162060e+01,2.499305638395680518e+01
-1.688810556300349219e+01,2.499772955046071132e+01
-1.671656037745661649e+01,2.500220461149586981e+01
-1.654502226710505397e+01,2.500648864225758672e+01
-1.637351245753474416e+01,2.501058518034352574e+01
-1.620201679835506070e+01,2.501449776335133635e+01
-1.603053528956598939e+01,2.501823346647633883e+01
-1.585906793116755864e+01,2.502179582731618268e+01
-1.568762179835505322e+01,2.502519192106618107e+01
-1.551618981593318836e+01,2.502842528532399058e+01
-1.534477198390193564e+01,2.503149945768727491e+01
-1.517336830226130928e+01,2.503441797575367644e+01
-1.500198584620662245e+01,2.503719145231617915e+01
-1.483061046534724881e+01,2.503981634977711934e+01
-1.465924923487848730e+01,2.504230328092945967e+01
-1.448790215480036636e+01,2.504465578337086384e+01
-1.431656922511287178e+01,2.504687385710133896e+01
-1.414524337062067616e+01,2.504897165251149005e+01
-1.397393874171443429e+01,2.505094563200368185e+01
-1.380264118800349138e+01,2.505280287077321333e+01
-1.363135070948787586e+01,2.505455044401539766e+01
-1.346007438136287249e+01,2.505619188932789854e+01
-1.328880512843318229e+01,2.505773074430836544e+01
-1.311755002589411845e+01,2.505917054655446208e+01
-1.294630199855036778e+01,2.506051837126149451e+01
-1.277506812159724348e+01,2.506177775602711932e+01
-1.260383424464411917e+01,2.506295577604664970e+01
-1.243261451808162121e+01,2.506405243132008565e+01
-1.226140186671443644e+01,2.506507833464039692e+01
-1.209019629054255063e+01,2.506603348600758352e+01
-1.191899071437067903e+01,2.506692496061695863e+01
-1.174779928858943379e+01,2.506775629606617883e+01
-1.157661493800348751e+01,2.506853102995290072e+01
-1.140543058741755544e+01,2.506925623747243037e+01
-1.123425331202693656e+01,2.506993899382008806e+01
-1.106308311183161663e+01,2.507057576139821009e+01
-1.089191998683162410e+01,2.507118069059742993e+01
-1.072075686183161736e+01,2.507175378141774047e+01
-1.054959373683162482e+01,2.507229857145680540e+01
-1.037843768702693126e+01,2.507282213590993081e+01
-1.020728871241755087e+01,2.507332801237477327e+01
-1.003613266261287151e+01,2.507381973844898937e+01
-9.864983688003491125e+00,2.507430438932789940e+01
-9.693834713394124947e+00,2.507478904020680233e+01
-9.522692813980057736e+00,2.507527015348805577e+01
-9.351543839370677347e+00,2.507576187956227187e+01
-9.180401939956624346e+00,2.507626068083180826e+01
-9.009252965347243958e+00,2.507677717008962048e+01
-8.838103990737863569e+00,2.507731488493336514e+01
-8.666962091323810569e+00,2.507787736296071301e+01
-8.495813116714430180e+00,2.507846814176930650e+01
-8.324657066909750824e+00,2.507909429655445877e+01
-8.153508092300370436e+00,2.507976290251149010e+01
-7.982352042495676869e+00,2.508047042204274391e+01
-7.811188917495684336e+00,2.508122746794118285e+01
-7.640032867690990770e+00,2.508204111540212011e+01
-7.468862667495685059e+00,2.508290782682789910e+01
-7.297692467300365138e+00,2.508384175260914617e+01
-7.126515191909746250e+00,2.508483935514821184e+01
-6.955337916519113151e+00,2.508591124723805166e+01
-6.784153565933181085e+00,2.508706096647633643e+01
-6.612962140151935841e+00,2.508829205046070854e+01
-6.441763639175363210e+00,2.508960803678883877e+01
-6.270558063003491611e+00,2.509101600065602611e+01
-6.099345411636306835e+00,2.509251947965992713e+01
-5.928125685073808881e+00,2.509412201139821263e+01
-5.756898883315997750e+00,2.509582713346852501e+01
-5.585657931167560264e+00,2.509763838346852083e+01
-5.414416979019122778e+00,2.509954514860524455e+01
-5.243168951675372114e+00,2.510155096647633854e+01
-5.071913849136308272e+00,2.510365229948414623e+01
-4.900651671401931253e+00,2.510584914762868181e+01
-4.729389493667554234e+00,2.510813797331227448e+01
-4.558113165542550860e+00,2.511051523893727477e+01
-4.386836837417561696e+00,2.511298448210133927e+01
-4.215553434097245145e+00,2.511553509001149109e+01
-4.044270030776928593e+00,2.511817413786305764e+01
-3.872986627456626252e+00,2.512089455046071151e+01
-3.701689073745683345e+00,2.512369632780445983e+01
-3.530398595230053616e+00,2.512657593229664599e+01
-3.359101041519124919e+00,2.512953336393727710e+01
-3.187803487808182012e+00,2.513256862272633896e+01
-3.016498858901925928e+00,2.513567463346852549e+01
-2.845201305190997232e+00,2.513885139616383668e+01
-2.673896676284741147e+00,2.514209891081227255e+01
-2.502592047378499274e+00,2.514541363981617650e+01
-2.331294493667556367e+00,2.514879204557789905e+01
-2.159989864761300282e+00,2.515223766569508257e+01
-1.988685235855058409e+00,2.515574342497242810e+01
-1.817387682144115502e+00,2.515930578581227195e+01
-1.646090128433186806e+00,2.516293182340992729e+01
-1.474792574722243899e+00,2.516661092497243146e+01
-1.303495021011300992e+00,2.517034662809742684e+01
-1.132204542495685473e+00,2.517413185758961447e+01
-9.609140639800557437e-01,2.517797015104665093e+01
-7.896306606597391919e-01,2.518185443327320883e+01
-6.183543325347500286e-01,2.518578824186695897e+01
-4.470709292144334768e-01,2.518976450163258818e+01
-2.758016762847432801e-01,2.519378321257008935e+01
-1.045324233550530835e-01,2.519784437467946248e+01
6.672975437932393561e-02,2.520194798796070756e+01
2.379848569183735663e-01,2.520608343962086906e+01
4.092328842621242302e-01,2.521025780485523882e+01
5.804738364105617165e-01,2.521446400846852498e+01
7.517077133636860253e-01,2.521870205046071334e+01
9.229345151215113674e-01,2.522296839323414730e+01
1.094161316879322499e+00,2.522726303678883397e+01
1.265366893051194097e+00,2.523158598112477335e+01
1.436572469223065696e+00,2.523593015104664516e+01
1.607770970199624117e+00,2.524029908415212020e+01
1.778955320785570393e+00,2.524468570524586397e+01
1.950125520980876104e+00,2.524909355192555438e+01
2.121295721176196025e+00,2.525351554899586404e+01
2.292444695785562203e+00,2.525795169645680716e+01
2.463586595199629414e+00,2.526239845671071294e+01
2.634721419418383448e+00,2.526685936735524507e+01
2.805842093246511126e+00,2.527132735319508328e+01
2.976948616683998239e+00,2.527580595182789835e+01
3.148040989730873207e+00,2.528028455046071343e+01
3.319126287582449208e+00,2.528477022428883458e+01
3.490197435043384644e+00,2.528925589811696284e+01
3.661247356918380547e+00,2.529373803434742740e+01
3.832290203598063272e+00,2.529822017057789907e+01
4.003318899887133853e+00,2.530269876921071415e+01
4.174326370590250690e+00,2.530717029264820894e+01
4.345326766098068560e+00,2.531163120329274108e+01
4.516305936019946898e+00,2.531608503874196003e+01
4.687270955551198881e+00,2.532052472380055264e+01
4.858214749496511331e+00,2.532495379606618258e+01
5.029151468246510603e+00,2.532936518034352247e+01
5.200066961410570343e+00,2.533375887663258652e+01
5.370968304184003728e+00,2.533813134733571104e+01
5.541869646957437112e+00,2.534248259245289603e+01
5.712756839340258352e+00,2.534680907438649200e+01
5.883651106918378559e+00,2.535111079313649185e+01
6.054538299301185589e+00,2.535538067350758951e+01
6.225425491684006829e+00,2.535962225309742735e+01
6.396326834457440214e+00,2.536383199430837010e+01
6.567228177230873598e+00,2.536800989714039645e+01
6.738143670394947549e+00,2.537214534880055794e+01
6.909073313949633643e+00,2.537624542448414644e+01
7.080024183090259271e+00,2.538030658659352667e+01
7.250989202621511254e+00,2.538432175993336415e+01
7.421982522934001736e+00,2.538829448210133677e+01
7.592997068832445962e+00,2.539221767790211715e+01
7.764039915512128687e+00,2.539609134733571238e+01
7.935111062973064122e+00,2.539991549040211538e+01
8.106217586410565445e+00,2.540368656950367665e+01
8.277359485824632657e+00,2.540740104704273961e+01
8.448543836410564722e+00,2.541105892301930425e+01
8.619770638168375854e+00,2.541466019743337057e+01
8.791039891098066050e+00,2.541819779508961830e+01
8.962365745590261668e+00,2.542166817839039794e+01
9.133734051254322139e+00,2.542507842253102268e+01
9.305158958480873821e+00,2.542841791471852275e+01
9.476633392074631956e+00,2.543168665495289815e+01
9.648171502426194479e+00,2.543488464323414888e+01
9.819773289535561389e+00,2.543800834196461835e+01
9.991438753402761108e+00,2.544105421354664998e+01
1.016317496922306418e+01,2.544402579557790034e+01
1.033498193699649903e+01,2.544691247526539968e+01
1.050685258152775248e+01,2.544972840299977435e+01
1.067877275242619817e+01,2.545250895475758313e+01
1.085071414891056918e+01,2.545530011930836878e+01
1.102265554539494019e+01,2.545815142301930223e+01
1.119456156590275953e+01,2.546110885465993334e+01
1.136641098484807344e+01,2.546421840299977646e+01
1.153817550144962922e+01,2.546753313200368041e+01
1.170983389012150155e+01,2.547109549284352426e+01
1.188135785008243772e+01,2.547495147428883655e+01
1.205272615574649819e+01,2.547915414030445902e+01
1.222390343113713129e+01,2.548374947965992732e+01
1.239486137547307010e+01,2.548877994352712051e+01
1.256558583836368825e+01,2.549429505827320952e+01
1.273604851902776147e+01,2.550034435026540081e+01
1.290621404148869544e+01,2.550697734587086529e+01
1.307606118016056485e+01,2.551423295866383256e+01
1.324558993504338389e+01,2.552210057585133285e+01
1.341482860691837686e+01,2.553033256559743336e+01
1.358384087254337658e+01,2.553863884489430802e+01
1.375267625828556106e+01,2.554672579313649550e+01
1.392140551609806209e+01,2.555430332731617682e+01
1.409006402195744556e+01,2.556108136442555434e+01
1.425872252781681482e+01,2.556676274626148881e+01
1.442743056004337632e+01,2.557106092741383918e+01
1.459624472019963548e+01,2.557368228727711568e+01
1.476521453465275613e+01,2.557433320524586406e+01
1.493441075535588425e+01,2.557272713590992907e+01
1.510386875828557152e+01,2.556856692106617857e+01
1.527365929539493550e+01,2.556156601530446437e+01
1.544383896824651003e+01,2.555143079801930384e+01
1.561445022801213156e+01,2.553786411100758613e+01
1.578555675144963288e+01,2.552058294645680547e+01
1.595720806492619204e+01,2.549929722135915000e+01
1.612924851414494753e+01,2.547384420622243084e+01
1.630136679051213378e+01,2.544414961149586674e+01
1.647325158543399937e+01,2.541016037321461596e+01
1.664458451512150816e+01,2.537180573942555384e+01
1.681505427098088035e+01,2.532902910856618206e+01
1.698434246922306556e+01,2.528175972868336885e+01
1.715213780125431242e+01,2.522993746061695930e+01
1.731811480809025738e+01,2.517349862760914903e+01
1.748196925633244803e+01,2.511238309049977602e+01
1.764337568699650660e+01,2.504652363493336509e+01
1.780202986668400911e+01,2.497585658415211896e+01
1.795759926121525041e+01,2.490032533659352509e+01
1.810978671238713389e+01,2.481985560270680224e+01
1.825826676121525338e+01,2.473439431852711579e+01
1.840272809910588592e+01,2.464387073210133394e+01
1.854285234226993850e+01,2.454822470426930181e+01
1.867832110691837499e+01,2.444739609587086449e+01
1.880882308445744400e+01,2.434131769255055389e+01
1.893416724461368972e+01,2.423000364469898926e+01
1.905446679051212300e+01,2.411368743376149126e+01
1.916990567723087224e+01,2.399263084196461904e+01
1.928066078465275268e+01,2.386709918913258832e+01
1.938691606785587851e+01,2.373735779508961485e+01
1.948884133152775178e+01,2.360366844206227199e+01
1.958661345555118771e+01,2.346629644987477548e+01
1.968041639500431472e+01,2.332550360075367735e+01
1.977041995457463486e+01,2.318156228971852073e+01
1.985681516453556128e+01,2.303473076139820819e+01
1.993976475437931128e+01,2.288527079801930597e+01
2.001945975437931224e+01,2.273345479460133589e+01
2.009606996922306621e+01,2.257954099577321472e+01
2.016977935398868738e+01,2.242379472135915108e+01
2.024075771336369201e+01,2.226648129118336783e+01
2.030918192723088112e+01,2.210786248747243121e+01
2.037524302586369629e+01,2.194820716764821356e+01
2.043910373875431219e+01,2.178778065153493060e+01
2.050095509617619882e+01,2.162683410856617883e+01
2.056092445164493654e+01,2.146550904264821469e+01
2.061911793309025143e+01,2.130383021696462009e+01
2.067564166844181273e+01,2.114180824430836481e+01
2.073059471043400492e+01,2.097946081266774598e+01
2.078409026219181044e+01,2.081681622282399502e+01
2.083622030125431479e+01,2.065387447477711902e+01
2.088709095555118722e+01,2.049066386930837069e+01
2.093680127781681222e+01,2.032720563200368247e+01
2.098546447117618641e+01,2.016349976286305434e+01
2.103317251316838110e+01,1.999958163786305221e+01
2.108003860691837872e+01,1.983545833219898924e+01
2.112616180516056374e+01,1.967115107145680497e+01
2.117164116062932067e+01,1.950667400602711865e+01
2.121657572605900555e+01,1.934204128630055664e+01
2.126108577976994241e+01,1.917728121305836453e+01
2.130525622410587516e+01,1.901240086149586972e+01
2.134920026219181466e+01,1.884742145719899042e+01
2.139301694676213117e+01,1.868236422575368039e+01
2.143681240574650815e+01,1.851723624235524568e+01
2.148068569187931587e+01,1.835205873258961873e+01
2.152474293309025200e+01,1.818685292204273907e+01
2.156908318211368680e+01,1.802163296110524016e+01
2.161381256687931796e+01,1.785641300016774125e+01
2.165903721531681470e+01,1.769122134001149504e+01
2.170484910496524833e+01,1.752605798063649445e+01
2.175136143894962970e+01,1.736095122282399217e+01
2.179867327000431487e+01,1.719592229215992774e+01
2.184689072605900151e+01,1.703097826383961433e+01
2.189611285984805988e+01,1.686614036344899148e+01
